partial_wave,energy_es,capture_probability,barrier_energy_es,threshold_exponent_k,generated_data_provenance
2,100.0,0.9994467659853457,9.0,5,independent_numerics
3,0.0001,0.0,36.0,7,independent_numerics
3,0.0001291549665014884,0.0,36.0,7,independent_numerics
3,0.0001668100537200059,0.0,36.0,7,independent_numerics
3,0.00021544346900318845,5.773159728050814e-15,36.0,7,independent_numerics
3,0.0002782559402207126,0.0,36.0,7,independent_numerics
3,0.00035938136638046257,0.0,36.0,7,independent_numerics
3,0.00046415888336127773,0.0,36.0,7,independent_numerics
3,0.0005994842503189409,4.440892098500626e-16,36.0,7,independent_numerics
3,0.000774263682681127,0.0,36.0,7,independent_numerics
3,0.001,0.0,36.0,7,independent_numerics
3,0.001291549665014884,1.3322676295501878e-15,36.0,7,independent_numerics
3,0.0016681005372000592,3.9968028886505635e-15,36.0,7,independent_numerics
3,0.002154434690031882,0.0,36.0,7,independent_numerics
3,0.0027825594022071257,0.0,36.0,7,independent_numerics
3,0.003593813663804626,7.549516567451064e-15,36.0,7,independent_numerics
3,0.004641588833612777,1.7319479184152442e-14,36.0,7,independent_numerics
3,0.005994842503189409,2.4424906541753444e-14,36.0,7,independent_numerics
3,0.007742636826811269,6.727951529228449e-14,36.0,7,independent_numerics
3,0.01,1.6586731987899839e-13,36.0,7,independent_numerics
3,0.01291549665014884,3.8546943414985435e-13,36.0,7,independent_numerics
3,0.016681005372000592,9.401368572525826e-13,36.0,7,independent_numerics
3,0.021544346900318822,2.297051437949449e-12,36.0,7,independent_numerics
3,0.02782559402207123,5.633271626948044e-12,36.0,7,independent_numerics
3,0.03593813663804626,1.3803402865164571e-11,36.0,7,independent_numerics
3,0.046415888336127774,3.3824720802044794e-11,36.0,7,independent_numerics
3,0.05994842503189409,8.286882291486108e-11,36.0,7,independent_numerics
3,0.0774263682681127,2.0304580239383085e-10,36.0,7,independent_numerics
3,0.1,4.97637930862993e-10,36.0,7,independent_numerics
3,0.12915496650148828,1.2199967702741787e-09,36.0,7,independent_numerics
3,0.16681005372000574,2.9918030275410956e-09,36.0,7,independent_numerics
3,0.21544346900318823,7.33960958676505e-09,36.0,7,independent_numerics
3,0.2782559402207123,1.80142222250268e-08,36.0,7,independent_numerics
3,0.3593813663804626,4.423952382204277e-08,36.0,7,independent_numerics
3,0.46415888336127775,1.0872106337433962e-07,36.0,7,independent_numerics
3,0.5994842503189409,2.674207891795177e-07,36.0,7,independent_numerics
3,0.774263682681127,6.584742069382088e-07,36.0,7,independent_numerics
3,1.0,1.623475487488868e-06,36.0,7,independent_numerics
3,1.2915496650148828,4.009013921613125e-06,36.0,7,independent_numerics
3,1.6681005372000592,9.918803801745035e-06,36.0,7,independent_numerics
3,2.154434690031882,2.4597047876828704e-05,36.0,7,independent_numerics
3,2.782559402207126,6.116605162964639e-05,36.0,7,independent_numerics
3,3.593813663804626,0.00015260673935679758,36.0,7,independent_numerics
3,4.641588833612772,0.00038223329909170545,36.0,7,independent_numerics
3,5.994842503189409,0.0009616751565513226,36.0,7,independent_numerics
3,7.742636826811262,0.002431349632311064,36.0,7,independent_numerics
3,10.0,0.006175421956957194,36.0,7,independent_numerics
3,12.915496650148826,0.015721911026265967,36.0,7,independent_numerics
3,16.68100537200059,0.03981637112224312,36.0,7,independent_numerics
3,21.54434690031882,0.09824054160245022,36.0,7,independent_numerics
3,27.8255940220712,0.22504632189848184,36.0,7,independent_numerics
3,35.93813663804626,0.4407543833899633,36.0,7,independent_numerics
3,46.41588833612773,0.6863238822964774,36.0,7,independent_numerics
3,59.94842503189409,0.8621646220915992,36.0,7,independent_numerics
3,77.42636826811261,0.9489299833752822,36.0,7,independent_numerics
3,100.0,0.9830397050618604,36.0,7,independent_numerics
