displacement_um,field_v_m,excess_energy_mk,density_cm3,density_over_peak,classical_rate_s,classical_survival,parameter_status
-12.6,-3.1841997762853946,97.67972917128631,16409878677.068108,0.10256174173167568,0.0010884266323912995,0.9997823383652533,printed_shape_reconstructed_peak_density
-12.399999999999999,-3.1336569226935627,94.60339605301701,17281532048.08565,0.10800957530053532,0.001235122573914854,0.9997530059932603,printed_shape_reconstructed_peak_density
-12.2,-3.0831140691017307,91.57628426464001,18188662191.09251,0.11367913869432819,0.0014003975595238735,0.9997199597067002,printed_shape_reconstructed_peak_density
-12.0,-3.0325712155098996,88.59839380615539,19132024056.802708,0.11957515035501692,0.0015864528719255469,0.9996827597569459,printed_shape_reconstructed_peak_density
-11.799999999999999,-2.9820283619180676,85.66972467756301,20112345671.560757,0.12570216044725474,0.0017957334455498313,0.999640917796342,printed_shape_reconstructed_peak_density
-11.6,-2.931485508326236,82.79027687886298,21130324965.073444,0.13206453103170904,0.0020309532608153405,0.9995938918320914,printed_shape_reconstructed_peak_density
-11.399999999999999,-2.880942654734404,79.96005041005522,22186626526.401943,0.13866641579001215,0.002295123307429521,0.9995410806742162,printed_shape_reconstructed_peak_density
-11.2,-2.830399801142573,77.17904527113981,23281878296.405037,0.14551173935253148,0.002591582386848821,0.9994818178254108,printed_shape_reconstructed_peak_density
-11.0,-2.779856947550741,74.44726146211667,24416668205.512257,0.1526041762844516,0.0029240310561976187,0.9994153647545839,printed_shape_reconstructed_peak_density
-10.799999999999999,-2.729314093958909,71.76469898298583,25591540766.384434,0.15994712978990272,0.0032965690525368838,0.9993409034890841,printed_shape_reconstructed_peak_density
-10.6,-2.6787712403670776,69.13135783374734,26806993631.68778,0.16754371019804862,0.0037137365780297625,0.9992575284529018,printed_shape_reconstructed_peak_density
-10.399999999999999,-2.628228386775246,66.54723801440115,28063474127.855953,0.1753967132990997,0.004180559874001659,0.9991642374694186,printed_shape_reconstructed_peak_density
