model,L,samples,J_z,epsilon,var_h,mean_h
nearest_iteration2,10,18,0.100000000000,0.230311169782,0.146930556539,0.610556283738
nearest_iteration2,10,18,0.100000000000,0.316903535403,0.074517580039,0.273078834093
nearest_iteration2,10,18,0.100000000000,0.436052888125,0.088084954012,0.272453970143
nearest_iteration2,10,18,0.100000000000,0.600000000000,0.041324007620,0.173178864747
nearest_iteration2,10,18,0.150000000000,0.005000000000,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.150000000000,0.006879899392,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.150000000000,0.009466603130,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.150000000000,0.013025855423,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.150000000000,0.017923314962,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.150000000000,0.024662120743,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.150000000000,0.033934581903,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.150000000000,0.046693301882,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.150000000000,0.064249043848,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.150000000000,0.088405391544,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.150000000000,0.121644039911,0.000000000000,1.000000000000
nearest_iteration2,10,18,0.150000000000,0.167379751252,0.051657601942,0.925637075969
nearest_iteration2,10,18,0.150000000000,0.230311169782,0.116745421308,0.777654708687
nearest_iteration2,10,18,0.150000000000,0.316903535403,0.163406306577,0.628032212110
nearest_iteration2,10,18,0.150000000000,0.436052888125,0.057294610517,0.246411916538
nearest_iteration2,10,18,0.150000000000,0.600000000000,0.041995849155,0.156196860223
