x,y,aggregate_density,density_over_max
6,-21,0.004120471432015607,1.2684082637533729e-05
7,-21,0.000771618445442952,2.3752796950848135e-06
8,-21,0.001585895041062109,4.881874340637473e-06
9,-21,0.15215031015999925,0.0004683656079740801
-10,-20,6.4946500258862e-09,1.9992537016548137e-11
-9,-20,2.2261794491283118e-09,6.85286733923796e-12
-8,-20,1.582190955371957e-08,4.870472021809259e-11
-7,-20,1.7035652338270614e-08,5.244099506769757e-11
-6,-20,4.312059176264876e-08,1.32738488379531e-10
-5,-20,6.855687140796374e-08,2.1103920671621143e-10
-4,-20,1.444527369014146e-07,4.446701020274228e-10
-3,-20,2.4821574927749013e-07,7.64084675192844e-10
-2,-20,5.244054377415212e-07,1.6142817679072576e-09
-1,-20,9.574901209660801e-07,2.9474500719969868e-09
0,-20,1.9231785585823597e-06,5.9201370926284965e-09
1,-20,4.560446906320543e-06,1.403846292305412e-08
2,-20,8.460223168552731e-06,2.60431777218772e-08
3,-20,1.6956294212857383e-05,5.219670626790633e-08
4,-20,0.00010869750394087771,3.3460446097676496e-07
5,-20,9.577352298405628e-05,2.948204592752785e-07
6,-20,0.00020777687900025733,6.396013531196661e-07
7,-20,0.0036410080502235053,1.120814638687333e-05
8,-20,0.001086407853603284,3.3442986368258614e-06
9,-20,0.002276885437825306,7.008956020220737e-06
10,-20,0.11105357856624001,0.00034185718575386
-11,-19,3.457913418617466e-09,1.0644524608128524e-11
-10,-19,1.0513585809219148e-09,3.2364061593725058e-12
-9,-19,8.691894816499435e-09,2.6756334547695105e-11
-8,-19,8.512735136337612e-09,2.6204825763814265e-11
-7,-19,2.290492252582393e-08,7.050841995080676e-11
-6,-19,3.491724765988332e-08,1.074860636945471e-10
-5,-19,7.296713027528823e-08,2.246153445074873e-10
-4,-19,1.2488518001674448e-07,3.8443512342489236e-10
-3,-19,2.5241904461425697e-07,7.770237153685044e-10
-2,-19,4.4403035048455244e-07,1.3668624457284663e-09
-1,-19,8.944807762082308e-07,2.7534878642661924e-09
0,-19,1.6349538897342e-06,5.032892616319262e-09
1,-19,3.2782284643380163e-06,1.0091398868415015e-08
2,-19,7.718644474293618e-06,2.3760369651147364e-08
3,-19,1.403900039479866e-05,4.321637562449684e-08
4,-19,2.7305095970799213e-05,8.405351169974928e-08
5,-19,0.00012164499885528809,3.7446084589607364e-07
6,-19,0.0001358802430549725,4.182813205124806e-07
7,-19,0.0003142264966427169,9.672861263763858e-07
8,-19,0.002943462539741009,9.06088604436621e-06
9,-19,0.0017467676663953137,5.377089926404855e-06
10,-19,0.0035312366486305946,1.0870236137520798e-05
11,-19,0.08412777992750424,0.0002589712682926504
-12,-18,1.8403252460708083e-09,5.665089028340413e-12
-11,-18,5.028725242981069e-10,1.5479968153115486e-12
-10,-18,4.729991661767211e-09,1.4560374001513898e-11
-9,-18,4.279692394365265e-09,1.3174213894937643e-11
-8,-18,1.250147217093677e-08,3.848338927311111e-11
-7,-18,1.7978578501391038e-08,5.534361278303543e-11
-6,-18,3.84407881633743e-08,1.1833260872231215e-10
-5,-18,6.394615959668688e-08,1.9684601290404598e-10
-4,-18,1.2806000740931432e-07,3.9420822188502727e-10
-3,-18,2.2263520879982224e-07,6.853398774955578e-10
-2,-18,4.483742179639685e-07,1.3802342103395016e-09
-1,-18,7.873152749787001e-07,2.4235993804081296e-09
0,-18,1.6015672373875096e-06,4.9301181973375775e-09
1,-18,2.9292687878102446e-06,9.017193295757976e-09
2,-18,5.898334250673221e-06,1.815689303850787e-08
3,-18,1.2024375737289415e-05,3.701473921927602e-08
4,-18,2.3973923490529184e-05,7.379913481187108e-08
5,-18,4.855994759911746e-05,1.4948250421923578e-07
6,-18,0.0001544690477802872,4.7550339792742625e-07
7,-18,0.0002361524541326062,7.269501300265356e-07
8,-18,0.0005356447702024377,1.6488799016589688e-06
9,-18,0.0027516099207802887,8.470304477845152e-06
10,-18,0.002977285793119463,9.165004456057926e-06
11,-18,0.006104675055131125,1.879207371101625e-05
12,-18,0.08200722979879377,0.00025244356059866957
-13,-17,9.795349452037735e-10,3.015310843992202e-12
-12,-17,2.4312976152172755e-10,7.484284353542826e-13
-11,-17,2.5654809769158785e-09,7.897342149585982e-12
-10,-17,2.1585312162800795e-09,6.644625202412766e-12
-9,-17,6.739322502677265e-09,2.0745714405580494e-11
-8,-17,9.34094348888268e-09,2.8754306656499052e-11
-7,-17,2.065107020312095e-08,6.357036696690886e-11
-6,-17,3.323685173826904e-08,1.0231328648077477e-10
-5,-17,6.711026370491569e-08,2.0658610178579366e-10
-4,-17,1.1480268992321735e-07,3.5339810747940024e-10
-3,-17,2.2630311494815775e-07,6.966308245291227e-10
-2,-17,3.9762793025756594e-07,1.224021476569568e-09
-1,-17,7.890086722603651e-07,2.4288121798203337e-09
0,-17,1.4040469604960207e-06,4.3220898306769594e-09
1,-17,2.7945625863060634e-06,8.602526037445861e-09
2,-17,5.104008360029293e-06,1.5711712819619265e-08
3,-17,1.0326386935168982e-05,3.1787805690175674e-08
4,-17,2.119614445875548e-05,6.52482737346494e-08
5,-17,4.164325164195549e-05,1.2819077958363453e-07
6,-17,8.342057817352922e-05,2.567942830527746e-07
7,-17,0.00021349471469764194,6.572026159096351e-07
8,-17,0.00039436140675294597,1.2139661091792937e-06
9,-17,0.0009268820407654418,2.853228955543027e-06
10,-17,0.0032171266086157063,9.903308500583166e-06
11,-17,0.0052699911335602175,1.622265901852142e-05
12,-17,0.01066757939194567,3.283810136348937e-05
13,-17,0.09721185605712393,0.0002992480923410813
-14,-16,5.245462109825358e-10,1.61471511138546e-12
-13,-16,1.18475760608453e-10,3.647049525513102e-13
-12,-16,1.3885843706138607e-09,4.274491207293306e-12
-11,-16,1.092408276600254e-09,3.3627697905298674e-12
-10,-16,3.6390478615467477e-09,1.1202112321215705e-11
-9,-16,4.857776790188271e-09,1.4953736061045938e-11
-8,-16,1.1021915251357502e-08,3.3928856486143544e-11
-7,-16,1.7425680972174846e-08,5.364162356496291e-11
-6,-16,3.600190998725298e-08,1.1082498906295974e-10
-5,-16,5.970481857321149e-08,1.837898563638688e-10
-4,-16,1.1859568672807552e-07,3.6507412215648494e-10
-3,-16,2.0468498650472622e-07,6.300835538661708e-10
-2,-16,4.015772694563983e-07,1.236178761382276e-09
-1,-16,7.064441427245306e-07,2.174653078649394e-09
0,-16,1.4035243297060837e-06,4.320481011822647e-09
1,-16,2.4942905895994076e-06,7.678196168205294e-09
2,-16,4.961597592473825e-06,1.527332852938659e-08
3,-16,9.145428470015847e-06,2.8152451092857206e-08
4,-16,1.8415059660661674e-05,5.668723648854115e-08
5,-16,3.545182481616109e-05,1.0913165715108228e-07
6,-16,7.401189049110806e-05,2.2783143886283247e-07
7,-16,0.00014975049625722383,4.6097824020324816e-07
8,-16,0.00035242983714555787,1.0848877979236717e-06
9,-16,0.0007127682145626863,2.194120523363998e-06
10,-16,0.0016506071600952928,5.0810782130607085e-06
11,-16,0.004813388605528492,1.481709553055224e-05
12,-16,0.009364831532502442,2.8827841426566332e-05
13,-16,0.019022210350082856,5.855623367614856e-05
14,-16,0.14009644585851297,0.0004312600938540903
-15,-15,2.792161647858809e-10,8.595135207980091e-13
-14,-15,5.8080789966134494e-11,1.7879059513909025e-13
-13,-15,7.55970752641029e-10,2.3271112677917148e-12
-12,-15,5.535521318457457e-10,1.7040042869754353e-12
-11,-15,1.965972785985207e-09,6.051870930793127e-12
-10,-15,2.534338170978285e-09,7.80147498229831e-12
-9,-15,5.8788848366874485e-09,1.8097021740206824e-11
-8,-15,9.151854707985496e-09,2.817223303645282e-11
-7,-15,1.9123890519262922e-08,5.886923661519514e-11
-6,-15,3.141383914005058e-08,9.67014911251747e-11
-5,-15,6.340873633772367e-08,1.9519165826514304e-10
-4,-15,1.0670614786319625e-07,3.2847445244089436e-10
-3,-15,2.0979294627503236e-07,6.4580743034602e-10
-2,-15,3.647698172859052e-07,1.1228740648904896e-09
-1,-15,7.111194740259121e-07,2.1890451911935557e-09
0,-15,1.2575794733888925e-06,3.871217705768199e-09
1,-15,2.4810914494930533e-06,7.637565141727946e-09
2,-15,4.444607423368299e-06,1.3681873246678984e-08
3,-15,8.780359020744798e-06,2.7028654668250572e-08
4,-15,1.6136486931492953e-05,4.967308646487042e-08
5,-15,3.2639532904931185e-05,1.0047455478028428e-07
6,-15,6.364480687663067e-05,1.9591835623482627e-07
7,-15,0.00013125538640092413,4.0404458450919234e-07
8,-15,0.0002652794243462754,8.16611932872828e-07
9,-15,0.000599152422078426,1.8443760524760406e-06
10,-15,0.0012545878008257104,3.862008414394157e-06
11,-15,0.002925082944983706,9.004307979794612e-06
12,-15,0.007780469716031254,2.395068682436996e-05
13,-15,0.016695970008047734,5.139534802993873e-05
14,-15,0.03362013331486011,0.00010349314545350091
15,-15,0.20348269836125282,0.0006263825399366837
-16,-14,1.498535368481464e-10,4.612954309402418e-13
-15,-14,2.858113308846051e-11,8.798154773058249e-14
-14,-14,4.079270543648104e-10,1.255725358862134e-12
-13,-14,2.806419769102787e-10,8.639026105198646e-13
-12,-14,1.0725033630023193e-09,3.3014963238562567e-12
-11,-14,1.3216438052675535e-09,4.068427489423907e-12
-10,-14,3.1433352653795153e-09,9.676155974231438e-12
-9,-14,4.833164304201395e-09,1.4877971233811117e-11
-8,-14,1.0152802704046564e-08,3.125345985901129e-11
-7,-14,1.653041173366738e-08,5.088570857042168e-11
-6,-14,3.367263820246302e-08,1.0365477170045294e-10
-5,-14,5.6178298260457944e-08,1.7293413856363e-10
-4,-14,1.1223059199504364e-07,3.454803963118638e-10
-3,-14,1.9012911726952008e-07,5.852760964461408e-10
-2,-14,3.717429749484587e-07,1.1443395960792628e-09
-1,-14,6.496136190798471e-07,1.9997111890775824e-09
0,-14,1.2603927103561454e-06,3.879877717313078e-09
1,-14,2.236600842612068e-06,6.884947604403531e-09
2,-14,4.406582480261597e-06,1.3564820737370116e-08
3,-14,7.884432043920064e-06,2.4270714952191973e-08
4,-14,1.5590592862123176e-05,4.79926560574598e-08
5,-14,2.8820836591997014e-05,8.871942908652145e-08
6,-14,5.819496842876806e-05,1.791420716823367e-07
7,-14,0.00011164539960397115,3.4367899354286354e-07
8,-14,0.00023418998628111176,7.209090483657212e-07
9,-14,0.0004746448437774256,1.461103303659393e-06
10,-14,0.0010634681224461922,3.2736830651661336e-06
11,-14,0.002252894023079248,6.935103041926578e-06
12,-14,0.005228912097222325,1.6096205067759482e-05
13,-14,0.013288706873142625,4.090674062565982e-05
14,-14,0.02961061597545783,9.11506137532568e-05
15,-14,0.05957930873023052,0.0001834034983350702
16,-14,0.32224728300517674,0.0009919765819997315
-17,-13,7.968879442017833e-11,2.453067010384627e-13
-16,-13,1.4107404277418951e-11,4.342694388451254e-14
-15,-13,2.2202477451018823e-10,6.834607723731825e-13
-14,-13,1.4217084656309182e-10,4.376457393789679e-13
-13,-13,5.800651150900479e-10,1.7856194312585185e-12
-12,-13,6.884479016663208e-10,2.119255095065839e-12
-11,-13,1.6980653853602865e-09,5.2271692759460565e-12
-10,-13,2.553436587521215e-09,7.860265802153131e-12
-9,-13,5.404552315326939e-09,1.6636879861328814e-11
-8,-13,8.764852513763892e-09,2.6980920854484243e-11
-7,-13,1.7859947618675606e-08,5.4978430316768446e-11
-6,-13,2.957368016169206e-08,9.10369139201626e-11
-5,-13,5.951393238021673e-08,1.8320224975470821e-10
-4,-13,1.0021626884888644e-07,3.084966020703036e-10
-3,-13,1.98484038943446e-07,6.10995123671712e-10
-2,-13,3.389173295688489e-07,1.0432921296679556e-09
-1,-13,6.586608800514011e-07,2.0275614503158676e-09
0,-13,1.1564707910764596e-06,3.559973979659971e-09
1,-13,2.235169299198255e-06,6.880540872004191e-09
2,-13,3.9752992600874165e-06,1.2237197892477584e-08
3,-13,7.814053038069518e-06,2.4054066653354208e-08
4,-13,1.4003518899184405e-05,4.310715263147287e-08
5,-13,2.77286584133201e-05,8.53573676084074e-08
6,-13,5.1181122763470745e-05,1.5755129026487636e-07
7,-13,0.00010347189489763524,3.185184237284718e-07
8,-13,0.0001999013867270089,6.153581575403979e-07
9,-13,0.0004165141808654291,1.2821591842022418e-06
10,-13,0.0008433404167329488,2.596062055981836e-06
11,-13,0.0018739464940871018,5.768585605188922e-06
12,-13,0.003987878927124105,1.227592198967827e-05
13,-13,0.009281400419155903,2.85710147129999e-05
14,-13,0.02264962399050707,6.972253227445019e-05
15,-13,0.05264200130136408,0.00016204832522890092
16,-13,0.10530766582122948,0.0003241694931467739
17,-13,0.49561229673043833,0.0015256475943655947
-18,-12,4.237683824023186e-11,1.3044898551658357e-13
-17,-12,6.978514946105088e-12,2.1482022560792725e-14
-16,-12,1.1940920319801429e-10,3.6757837690062e-13
-15,-12,7.197543155452937e-11,2.2156258980861815e-13
-14,-12,3.1747539073788043e-10,9.772872250039503e-13
-13,-12,3.576205050448417e-10,1.1008662755480885e-12
-12,-12,9.107389864074957e-10,2.803535652512838e-12
-11,-12,1.3479612783354805e-09,4.149440793050031e-12
-10,-12,2.902918570792104e-09,8.936079196148373e-12
-9,-12,4.6504566377572276e-09,1.4315540653251278e-11
-8,-12,9.49862254492864e-09,2.923969145047077e-11
-7,-12,1.570842103405702e-08,4.8355367532226006e-11
-6,-12,3.156729922334612e-08,9.71738886190535e-11
-5,-12,5.2759215937136125e-08,1.6240914805002497e-10
-4,-12,1.0534141183891731e-07,3.242733738031751e-10
-3,-12,1.7862232020218398e-07,5.498546240967921e-10
-2,-12,3.513942749700596e-07,1.0817000179749345e-09
-1,-12,6.032990410877351e-07,1.8571406254255772e-09
0,-12,1.167505394258614e-06,3.5939418935125783e-09
1,-12,2.055512726584349e-06,6.3275024998157545e-09
2,-12,3.970622724935057e-06,1.2222802074108608e-08
3,-12,7.060028207770826e-06,2.1732945535040205e-08
4,-12,1.3899229458022009e-05,4.2786117548048215e-08
5,-12,2.4873939309550897e-05,7.656966124602104e-08
6,-12,4.918809563594473e-05,1.5141613772190133e-07
7,-12,9.118839102129081e-05,2.807060081307246e-07
8,-12,0.00018439710251279186,5.676311861358808e-07
9,-12,0.00035377247636647185,1.0890208557816016e-06
10,-12,0.0007437394726348863,2.289459613382637e-06
11,-12,0.001502497227637684,4.625150134507601e-06
12,-12,0.0033329754270723373,1.0259926914521725e-05
13,-12,0.007100689346547243,2.1858113068145514e-05
14,-12,0.01644659643802653,5.062769922519541e-05
15,-12,0.03928318304799172,0.00012092576013865295
16,-12,0.0927388503511052,0.0002854788004167473
17,-12,0.1854429485680477,0.000570850623040098
18,-12,0.8204531526408189,0.0025256079941392987
-19,-11,2.237736455290683e-11,6.888443370676261e-14
-18,-11,3.4536541086124344e-12,1.0631413137517922e-14
-17,-11,6.417896807341323e-11,1.9756266923967085e-13
-16,-11,3.6417922872867036e-11,1.1210560510567948e-13
-15,-11,1.7154464480930793e-10,5.280673550801096e-13
-14,-11,1.8531683796863474e-10,5.704624156976095e-13
-13,-11,4.950369197875916e-10,1.5238764065752622e-12
-12,-11,7.095781935767455e-10,2.1843006543347526e-12
-11,-11,1.5485251000962457e-09,4.7668381300505455e-12
-10,-11,2.4666148788030286e-09,7.593001789701368e-12
-9,-11,5.092721617667208e-09,1.567696874356115e-11
-8,-11,8.350100924670823e-09,2.5704187471689856e-11
-7,-11,1.6786944622027018e-08,5.167539596636296e-11
-6,-11,2.806167124930357e-08,8.638248388470387e-11
-5,-11,5.586279091856431e-08,1.7196290960030486e-10
-4,-11,9.402063162547211e-08,2.894245187345564e-10
-3,-11,1.865908948959431e-07,5.743843560914533e-10
-2,-11,3.179998829179768e-07,9.789017737915943e-10
-1,-11,6.226841831503898e-07,1.916814074913071e-09
0,-11,1.073486885625701e-06,3.304523910004271e-09
1,-11,2.0710542632092105e-06,6.3753441456362605e-09
2,-11,3.6529059236670408e-06,1.124477171299406e-08
3,-11,7.049523503660328e-06,2.170060881405602e-08
4,-11,1.2542359438941386e-05,3.8609252901763875e-08
5,-11,2.4707209279384965e-05,7.605641476059433e-08
6,-11,4.420626874031283e-05,1.36080537154669e-07
7,-11,8.745933085620795e-05,2.6922681016159594e-07
8,-11,0.0001619739474949197,4.986057952471029e-07
9,-11,0.0003280788733046838,1.0099280165594911e-06
10,-11,0.000629543610506784,1.9379295091225258e-06
11,-11,0.0013214269662216189,4.0677599919243955e-06
12,-11,0.0026673180306436284,8.210828027684616e-06
13,-11,0.005885486230661807,1.8117342868037753e-05
14,-11,0.012587062575105055,3.8746862950179994e-05
15,-11,0.029131859221323952,8.967685272059239e-05
16,-11,0.06794155339572988,0.00020914506798856605
17,-11,0.1639570325555573,0.0005047103430400921
18,-11,0.32604218070421437,0.0010036584482157127
19,-11,1.345819884821728,0.004142848922984662
-20,-10,1.1765859838167814e-11,3.621894750425599e-14
-19,-10,1.7104932632183653e-12,5.265426119213124e-15
-18,-10,3.420249327386161e-11,1.0528582912250345e-13
-17,-10,1.8385920268645788e-11,5.6597536447554285e-14
-16,-10,9.272539357759165e-11,2.854373763151374e-13
-15,-10,9.587269638118337e-11,2.9512574559636087e-13
-14,-10,2.658821231606644e-10,8.18467225815246e-13
-13,-10,3.7262583694630324e-10,1.1470573177581923e-12
-12,-10,8.361632118345448e-10,2.573968404432519e-12
-11,-10,1.304446718074014e-09,4.0154895480531965e-12
-10,-10,2.7120009198299086e-09,8.348375749656151e-12
-9,-10,4.436576631556132e-09,1.3657151991193776e-11
-8,-10,8.995904089839022e-09,2.7692168907728424e-11
-7,-10,1.493564689223166e-08,4.5976530247030394e-11
-6,-10,2.97249618384765e-08,9.150260560654808e-11
-5,-10,5.00647030247178e-08,1.541146057839481e-10
-4,-10,9.893198139499922e-08,3.0454316895852866e-10
-3,-10,1.6741039470559095e-07,5.153408574390067e-10
-2,-10,3.307359077862032e-07,1.0181071886494872e-09
-1,-10,5.655017427189307e-07,1.7407888768707006e-09
0,-10,1.1049201368842903e-06,3.4012851576208514e-09
1,-10,1.9084765983430852e-06,5.874879922014533e-09
2,-10,3.6753037714156204e-06,1.131371920029818e-08
3,-10,6.493176563349715e-06,1.998800124415305e-08
4,-10,1.2513749225006506e-05,3.852118183421372e-08
5,-10,2.2270744386122267e-05,6.855622393061534e-08
6,-10,4.397408630708329e-05,1.3536580797412316e-07
7,-10,7.848329119495546e-05,2.4159579009518244e-07
8,-10,0.00015558005567242828,4.789234230743974e-07
9,-10,0.0002880151577336064,8.865995364439014e-07
10,-10,0.0005837631251646095,1.7970030474670227e-06
11,-10,0.0011171076306764102,3.4388020245508227e-06
12,-10,0.0023495483174428935,7.2326347873126366e-06
13,-10,0.004741367539822054,1.4595392464741432e-05
14,-10,0.010441193170596531,3.2141214711811545e-05
15,-10,0.02228760052692356,6.86081123337753e-05
16,-10,0.05139280369594734,0.0001582029094993798
17,-10,0.11857696761099629,0.00036501649893743045
18,-10,0.28771651189536374,0.0008856802123922424
19,-10,0.5701348101089342,0.0017550508880530764
20,-10,2.266047213662144,0.006975592621590785
-21,-9,6.11043260829869e-12,1.8809797236436172e-14
-20,-9,8.448084940636293e-13,2.6005812510515933e-15
-19,-9,1.8132165189435727e-11,5.5816400005402114e-14
-18,-9,9.273916608195153e-12,2.854797723337262e-14
-17,-9,4.9690757028741026e-11,1.5296348460929553e-13
-16,-9,4.9402514892218305e-11,1.520761863620935e-13
-15,-9,1.4300888469107095e-10,4.4022547935388903e-13
-14,-9,1.955048293042574e-10,6.01824197023758e-13
-13,-9,4.46389277995224e-10,1.3741239525669384e-12
-12,-9,6.884200894902595e-10,2.1191694806051364e-12
-11,-9,1.4599147963045186e-09,4.494068270005323e-12
-10,-9,2.348987645611513e-09,7.230908866393367e-12
-9,-9,4.788391754581612e-09,1.4740147509356217e-11
-8,-9,7.94374601122107e-09,2.445330164772402e-11
-7,-9,1.5922044360397182e-08,4.9012966054460635e-11
-6,-9,2.6677823889232276e-08,8.21225746576932e-11
-5,-9,5.268021393786952e-08,1.621659555164129e-10
-4,-9,8.923027058329714e-08,2.7467830915026935e-10
-3,-9,1.7540036267268316e-07,5.399364445309114e-10
-2,-9,2.9781212065091306e-07,9.167576116278335e-10
-1,-9,5.866138177920567e-07,1.8057783590927267e-09
0,-9,1.004884924581217e-06,3.093345903472272e-09
1,-9,1.9610523218454917e-06,6.0367242237250375e-09
2,-9,3.3927041652013087e-06,1.0443790402659753e-08
3,-9,6.52725327798377e-06,2.0092899887807175e-08
4,-9,1.1543113613213316e-05,3.553326588477697e-08
5,-9,2.2233427508313044e-05,6.844135106479974e-08
6,-9,3.9538247302795484e-05,1.2171092662729168e-07
7,-9,7.821994326472478e-05,2.407851238972529e-07
8,-9,0.00013934499447928265,4.2894689461232694e-07
9,-9,0.0002770309693203934,8.527868148079984e-07
10,-9,0.0005118606359471884,1.575664996681893e-06
11,-9,0.0010368953967174208,3.191884015079435e-06
12,-9,0.0019900018640089537,6.1258398482788276e-06
13,-9,0.004158222716842373,1.280029274220652e-05
14,-9,0.008403161298956891,2.58675236780748e-05
15,-9,0.018425853902181898,5.672046449502317e-05
16,-9,0.03929553728517838,0.000120963790293208
17,-9,0.09082682051975581,0.00027959298254701825
18,-9,0.2064949805277052,0.0006356552740296757
19,-9,0.5044183803296095,0.0015527554372247985
20,-9,0.9950339036376964,0.0030630214210014477
21,-9,3.7649934424201215,0.011589811685715027
-22,-8,3.1981402737179647e-12,9.844862702620421e-15
-21,-8,4.168593701176196e-13,1.2832217832452427e-15
-20,-8,9.476830034475196e-12,2.917260737816704e-14
-19,-8,4.65452329320671e-12,1.4328059073687065e-14
-18,-8,2.648450308050945e-11,8.152747355000376e-14
-17,-8,2.5418957459125843e-11,7.824739530199596e-14
-16,-8,7.636228707607147e-11,2.3506668487934706e-13
-15,-8,1.0212579085699426e-10,3.143747000861855e-13
-14,-8,2.3857863177357177e-10,7.344186535193172e-13
-13,-8,3.634364818560727e-10,1.1187696469726412e-12
-12,-8,7.772740531765617e-10,2.3926894009988497e-12
-11,-8,1.2411748456806494e-09,3.820719199244749e-12
-10,-8,2.5738090245998658e-09,7.92297845037726e-12
-9,-8,4.207049159620365e-09,1.2950595600826246e-11
-8,-8,8.475181457100018e-09,2.608922395012566e-11
-7,-8,1.4200163542751229e-08,4.3712485528541363e-11
-6,-8,2.820861118141167e-08,8.683481034112127e-11
-5,-8,4.7601387840536765e-08,1.4653176147257285e-10
-4,-8,9.342330358703257e-08,2.8758575869792225e-10
-3,-8,1.5887313567537043e-07,4.89060539561793e-10
-2,-8,3.1127951739785134e-07,9.582144148283977e-10
