radius,site_count,edge_coordinate,x_over_L,probability_over_max,gaussian_fit
60,7321,10.0,0.13779110503596506,0.09014987617606773,0.05019982486621724
60,7321,12.0,0.15445777170263172,0.039848214628669346,0.02293813388322169
60,7321,14.0,0.1711244383692984,0.01502667281762128,0.009585566707692318
60,7321,16.0,0.18779110503596505,0.004717429014828318,0.0036633746331297245
60,7321,18.0,0.2044577717026317,0.0011904113299380035,0.001280408955849308
60,7321,20.0,0.22112443836929838,0.00022841079019194344,0.00040927941481822
60,7321,22.0,0.23779110503596504,3.009272233621122e-05,0.00011964510354732491
60,7321,24.0,0.25445777170263173,2.156889281823438e-06,3.1987020398873675e-05
60,7321,26.0,0.2711244383692984,6.49506749882528e-08,7.820895338313136e-06
60,7321,28.0,0.28779110503596506,3.507325553309917e-08,1.7488114584938318e-06
60,7321,30.0,0.3044577717026317,1.2362636431084946e-08,3.5762950012352455e-07
60,7321,32.0,0.3211244383692984,1.5484967714332216e-09,6.688481197068759e-08
60,7321,34.0,0.33779110503596504,5.194988657571094e-11,1.143998657215505e-08
60,7321,36.0,0.3544577717026317,9.773791652100874e-13,1.789482057593527e-09
60,7321,38.0,0.37112443836929837,1.1437662273105278e-12,2.5599590083155054e-10
60,7321,40.0,0.38779110503596503,1.0694037657972955e-13,3.349210957793215e-11
60,7321,42.0,0.4044577717026317,1.755118187144499e-15,4.007336619729739e-12
60,7321,44.0,0.42112443836929836,3.5552702555427825e-16,4.385034110930451e-13
60,7321,46.0,0.437791105035965,3.110025532572852e-17,4.388276219927923e-14
60,7321,48.0,0.45445777170263174,5.281882816970814e-19,4.016231759459206e-15
60,7321,50.0,0.4711244383692984,6.560209242338248e-20,3.3616106053494165e-16
60,7321,52.0,0.48779110503596507,1.4160721407327872e-21,2.5732375108885468e-17
60,7321,54.0,0.5044577717026317,5.2174487033866375e-23,1.8014249413507682e-18
60,7321,56.0,0.5211244383692983,9.254977873529773e-25,1.1533371959207847e-19
60,7321,58.0,0.537791105035965,1.7542856933070942e-26,6.7530545059057256e-21
