delta,radius,site_count,inverse_boundary_length,realization,seed,probe_index,real_E,imag_E,finite_potential,geometry_potential,amoeba_potential,absolute_difference
0.0,38,2965,0.02631578947368421,0,2804983991,9,0.16,-0.06000000000000001,0.10951346900372579,0.03149805697907504,0.31102500935021676,0.07801541202465075
0.0,38,2965,0.02631578947368421,0,2804983991,10,-0.16,0.01999999999999999,0.10078292818605061,0.025533102161761113,0.31053033970976895,0.0752498260242895
0.0,38,2965,0.02631578947368421,0,2804983991,11,-0.08,0.01999999999999999,0.09381032081399202,0.01381153579883153,0.3102205615316422,0.07999878501516049
0.0,38,2965,0.02631578947368421,0,2804983991,12,0.0,0.01999999999999999,0.05994508391178259,0.009449963212444772,0.31041296635172294,0.050495120699337814
0.0,38,2965,0.02631578947368421,0,2804983991,13,0.07999999999999999,0.01999999999999999,0.09381032081398437,0.01381153579883148,0.3102205615316422,0.0799987850151529
0.0,38,2965,0.02631578947368421,0,2804983991,14,0.16,0.01999999999999999,0.10078292818605061,0.025533102161761127,0.3105303397097842,0.07524982602428948
0.0,38,2965,0.02631578947368421,0,2804983991,15,-0.16,0.09999999999999998,0.11914141568904825,0.047333933742356823,0.3115241219099743,0.07180748194669143
0.0,38,2965,0.02631578947368421,0,2804983991,16,-0.08,0.09999999999999998,0.11333150681194237,0.047261813482988746,0.3102874853590251,0.06606969332895363
0.0,38,2965,0.02631578947368421,0,2804983991,17,0.0,0.09999999999999998,0.1083344669933545,0.0472378085554786,0.310321646783417,0.0610966584378759
0.0,38,2965,0.02631578947368421,0,2804983991,18,0.07999999999999999,0.09999999999999998,0.11333150681179925,0.04726181348298877,0.31068284921704975,0.06606969332881049
0.0,38,2965,0.02631578947368421,0,2804983991,19,0.16,0.09999999999999998,0.11914141568904825,0.04733393374235685,0.3115241219099534,0.0718074819466914
0.0,38,2965,0.02631578947368421,0,2804983991,20,-0.16,0.18,0.14077668005857832,0.08515026247053452,0.31522304919731525,0.055626417588043806
0.0,38,2965,0.02631578947368421,0,2804983991,21,-0.08,0.18,0.1375866205043754,0.08502077710574574,0.31434829377432116,0.05256584339862966
0.0,38,2965,0.02631578947368421,0,2804983991,22,0.0,0.18,0.135855755433138,0.08497767931497673,0.31454678782337747,0.05087807611816127
0.0,38,2965,0.02631578947368421,0,2804983991,23,0.07999999999999999,0.18,0.13758662050428858,0.08502077710574574,0.3143482937743255,0.05256584339854284
0.0,38,2965,0.02631578947368421,0,2804983991,24,0.16,0.18,0.14077668005857832,0.0851502624705345,0.31522304919731536,0.05562641758804382
0.0,42,3613,0.023809523809523808,0,561572463,0,-0.16,-0.14,0.13156625035126268,0.06625056070992372,0.31301879122762066,0.06531568964133896
0.0,42,3613,0.023809523809523808,0,561572463,1,-0.08,-0.14,0.12790605323693896,0.06614970249029017,0.3121849580039453,0.061756350746648786
0.0,42,3613,0.023809523809523808,0,561572463,2,0.0,-0.14,0.12588059211717775,0.06611613254671064,0.312906981203851,0.05976445957046711
0.0,42,3613,0.023809523809523808,0,561572463,3,0.07999999999999999,-0.14,0.12790605323561186,0.06614970249029024,0.31218338365071446,0.06175635074532161
