epsilon,epsilon_out,success_probability,identity
0.217,0.37939168420590186,0.07237421833409269,0.217
0.21725,0.38002078862337707,0.07230465125008426,0.21725
0.2175,0.38064785980405325,0.07223551340175695,0.2175
0.21775,0.38127289454020996,0.07216680251702735,0.21775
0.218,0.3818958897163428,0.07209851633384329,0.218
0.21825,0.38251684230883337,0.07203065260014839,0.21825
0.2185,0.3831357493856141,0.07196320907384668,0.2185
0.21875,0.38375260810582595,0.07189618352276739,0.21875
0.219,0.38436741571947164,0.07182957372462966,0.219
0.21925,0.3849801695670621,0.07176337746700749,0.21925
0.2195,0.3855908670792566,0.07169759254729485,0.2195
0.21975,0.38619950577649836,0.07163221677267066,0.21975
0.22,0.38680608326864435,0.071567247960064,0.22
0.22025,0.38741059725458893,0.07150268393611943,0.22025
0.2205,0.38801304552188254,0.07143852253716236,0.2205
0.22075,0.38861342594634507,0.07137476160916455,0.22075
0.221,0.38921173649167423,0.0713113990077096,0.221
0.22125,0.38980797520904864,0.07124843259795863,0.22125
0.2215,0.390402140236725,0.07118586025461612,0.2215
0.22175,0.39099422979963183,0.07112367986189566,0.22175
0.222,0.39158424220895793,0.07106188931348585,0.222
0.22225,0.392172175861735,0.07100048651251642,0.22225
0.2225,0.3927580292404166,0.07093946937152429,0.2225
0.22275,0.39334180091245285,0.07087883581241981,0.22275
0.223,0.3939234895298596,0.07081858376645302,0.223
0.22325,0.39450309382878396,0.07075871117418,0.22325
0.2235,0.3950806126290651,0.07069921598542951,0.2235
0.22375,0.39565604483379097,0.07064009615926939,0.22375
0.224,0.39622938942885133,0.07058134966397331,0.224
0.22425,0.3968006454824863,0.07052297447698744,0.22425
0.2245,0.39736981214483036,0.07046496858489742,0.2245
0.22475,0.39793688864745386,0.07040732998339522,0.22475
0.225,0.39850187430289985,0.0703500566772461,0.225
0.22525,0.39906476850421774,0.07029314668025581,0.22525
0.2255,0.39962557072449245,0.07023659801523777,0.2255
0.22575,0.40018428051637067,0.07018040871398037,0.22575
0.226,0.40074089751158487,0.07012457681721429,0.226
0.22625,0.40129542142047175,0.07006910037458,0.22625
0.2265,0.40184785203148854,0.07001397744459537,0.2265
0.22675,0.4023981892107264,0.06995920609462326,0.22675
0.227,0.40294643290142107,0.06990478440083923,0.227
0.22725,0.40349258312345926,0.06985071044819942,0.22725
0.2275,0.40403663997288286,0.06979698233040842,0.2275
0.22775,0.4045786036213906,0.0697435981498873,0.22775
0.228,0.405118474315837,0.06969055601774168,0.228
0.22825,0.40565625237772807,0.06963785405372988,0.22825
0.2285,0.40619193820271465,0.06958549038623123,0.2285
0.22875,0.40672553226008384,0.0695334631522144,0.22875
0.229,0.40725703509224753,0.0694817704972058,0.229
0.22925,0.40778644731422886,0.06943041057525816,0.22925
0.2295,0.40831376961314597,0.0693793815489191,0.2295
0.22975,0.4088390027476943,0.06932868158919984,0.22975
0.23,0.40936214754762656,0.06927830887554401,0.23
0.23025,0.40988320491323077,0.06922826159579643,0.23025
0.2305,0.4104021758148057,0.06917853794617221,0.2305
0.23075,0.4109190612921358,0.06912913613122568,0.23075
0.231,0.41143386245396363,0.06908005436381952,0.231
0.23125,0.41194658047746074,0.06903129086509402,0.23125
0.2315,0.4124572166076959,0.06898284386443641,0.2315
0.23175,0.4129657721571044,0.06893471159945017,0.23175
0.232,0.4134722485049537,0.06888689231592449,0.232
