series,length,band,momentum,real_energy,imag_energy
PBC,0,1,-3.0316369107141505,-0.9908426323142557,-0.05485631584222525
PBC,0,1,-3.027709919897163,-0.9901848344314174,-0.05680714970594561
PBC,0,1,-3.0237829290801757,-0.9895040573083044,-0.0587571085221386
PBC,0,1,-3.0198559382631887,-0.9888003114241144,-0.06070616224968401
PBC,0,1,-3.015928947446201,-0.9880736076117219,-0.06265428086099167
PBC,0,1,-3.012001956629214,-0.987323957057521,-0.06460143434245232
PBC,0,1,-3.0080749658122268,-0.9865513713012651,-0.06654759269489208
PBC,0,1,-3.00414797499524,-0.9857558622359007,-0.06849272593402364
PBC,0,1,-3.0002209841782523,-0.9849374421073961,-0.07043680409090089
PBC,0,1,-2.9962939933612653,-0.9840961235145634,-0.07237979721237021
PBC,0,1,-2.992367002544278,-0.9832319194088778,-0.07432167536152551
PBC,0,1,-2.988440011727291,-0.9823448430942899,-0.0762624086181597
PBC,0,1,-2.9845130209103035,-0.9814349082270332,-0.07820196707921985
PBC,0,1,-2.980586030093316,-0.9805021288154264,-0.0801403208592592
PBC,0,1,-2.976659039276329,-0.9795465192196703,-0.08207744009089132
PBC,0,1,-2.9727320484593416,-0.9785680941516383,-0.08401329492524477
PBC,0,1,-2.9688050576423546,-0.9775668686746645,-0.08594785553241494
PBC,0,1,-2.964878066825367,-0.9765428582033235,-0.08788109210191997
PBC,0,1,-2.96095107600838,-0.9754960785032065,-0.08981297484315287
PBC,0,1,-2.9570240851913927,-0.9744265456906913,-0.09174347398583733
PBC,0,1,-2.9530970943744057,-0.9733342762327071,-0.09367255978047995
PBC,0,1,-2.9491701035574183,-0.9722192869464948,-0.09560020249882624
PBC,0,1,-2.945243112740431,-0.9710815949993608,-0.09752637243431335
PBC,0,1,-2.941316121923444,-0.9699212179084257,-0.09945103990252466
PBC,0,1,-2.9373891311064564,-0.9687381735403683,-0.1013741752416451
PBC,0,1,-2.9334621402894694,-0.9675324801111633,-0.10329574881291359
PBC,0,1,-2.929535149472482,-0.9663041561858146,-0.10521573100107921
PBC,0,1,-2.925608158655495,-0.9650532206780819,-0.10713409221485384
PBC,0,1,-2.9216811678385075,-0.9637796928502027,-0.10905080288736807
PBC,0,1,-2.9177541770215205,-0.9624835923126096,-0.11096583347662375
PBC,0,1,-2.913827186204533,-0.9611649390236411,-0.11287915446595004
PBC,0,1,-2.9099001953875456,-0.9598237532892469,-0.11479073636445608
PBC,0,1,-2.9059732045705586,-0.9584600557626884,-0.11670054970748588
PBC,0,1,-2.902046213753571,-0.9570738674442341,-0.11860856505707293
PBC,0,1,-2.898119222936584,-0.9556652096808479,-0.12051475300239278
PBC,0,1,-2.8941922321195968,-0.9542341041658737,-0.1224190841602188
PBC,0,1,-2.8902652413026098,-0.9527805729387147,-0.12432152917537409
PBC,0,1,-2.8863382504856223,-0.9513046383845045,-0.12622205872118722
PBC,0,1,-2.8824112596686353,-0.949806323233777,-0.12812064349994393
PBC,0,1,-2.878484268851648,-0.9482856505621271,-0.13001725424334237
PBC,0,1,-2.8745572780346604,-0.946742643789868,-0.13191186171294486
PBC,0,1,-2.8706302872176734,-0.9451773266816821,-0.13380443670063183
PBC,0,1,-2.8667032964006864,-0.9435897233462671,-0.1356949500290552
PBC,0,1,-2.862776305583699,-0.9419798582359762,-0.13758337255209063
PBC,0,1,-2.8588493147667116,-0.940347756146453,-0.1394696751552899
PBC,0,1,-2.8549223239497246,-0.9386934422162617,-0.1413538287563334
PBC,0,1,-2.850995333132737,-0.9370169419265091,-0.1432358043054832
PBC,0,1,-2.84706834231575,-0.9353182811004658,-0.14511557278603338
PBC,0,1,-2.8431413514987627,-0.933597485903176,-0.1469931052147632
PBC,0,1,-2.8392143606817757,-0.9318545828410685,-0.14886837264238706
PBC,0,1,-2.8352873698647882,-0.9300895987615557,-0.15074134615400678
PBC,0,1,-2.8313603790478012,-0.9283025608526327,-0.15261199686956123
PBC,0,1,-2.827433388230814,-0.9264934966424672,-0.1544802959442781
PBC,0,1,-2.8235063974138264,-0.9246624339989848,-0.1563462145691226
PBC,0,1,-2.8195794065968394,-0.9228094011294514,-0.1582097239712478
PBC,0,1,-2.815652415779852,-0.920934426580045,-0.16007079541444474
PBC,0,1,-2.811725424962865,-0.919037539235428,-0.1619294001995898
PBC,0,1,-2.8077984341458775,-0.9171187683183083,-0.16378550966509542
PBC,0,1,-2.8038714433288905,-0.9151781433890013,-0.16563909518735592
PBC,0,1,-2.799944452511903,-0.9132156943449792,-0.16749012818119763
PBC,0,1,-2.796017461694916,-0.9112314514204214,-0.1693385801003241
PBC,0,1,-2.7920904708779286,-0.9092254451857554,-0.17118442243776483
PBC,0,1,-2.788163480060941,-0.9071977065471937,-0.17302762672632033
PBC,0,1,-2.784236489243954,-0.9051482667462664,-0.17486816453900839
PBC,0,1,-2.7803094984269667,-0.9030771573593445,-0.17670600748951037
PBC,0,1,-2.7763825076099797,-0.9009844102971641,-0.1785411272326146
PBC,0,1,-2.7724555167929923,-0.8988700578043377,-0.18037349546466241
PBC,0,1,-2.7685285259760053,-0.8967341324588683,-0.18220308392399043
PBC,0,1,-2.764601535159018,-0.8945766671716486,-0.18402986439137528
PBC,0,1,-2.760674544342031,-0.8923976951859657,-0.1858538086904749
PBC,0,1,-2.7567475535250434,-0.89019725007699,-0.18767488868827223
PBC,0,1,-2.752820562708056,-0.8879753657512662,-0.18949307629551537
PBC,0,1,-2.748893571891069,-0.8857320764461963,-0.1913083434671591
PBC,0,1,-2.7449665810740815,-0.8834674167295158,-0.19312066220280572
PBC,0,1,-2.7410395902570945,-0.8811814214987671,-0.19493000454714346
PBC,0,1,-2.737112599440107,-0.8788741259807661,-0.19673634259038697
PBC,0,1,-2.73318560862312,-0.8765455657310648,-0.19853964846871414
PBC,0,1,-2.7292586178061327,-0.8741957766334053,-0.2003398943647054
PBC,0,1,-2.7253316269891457,-0.8718247948991746,-0.20213705250777886
PBC,0,1,-2.721404636172158,-0.8694326570668468,-0.20393109517462857
PBC,0,1,-2.717477645355171,-0.8670194000014265,-0.20572199468965852
PBC,0,1,-2.713550654538184,-0.8645850608938822,-0.20750972342541796
PBC,0,1,-2.7096236637211963,-0.862129677260577,-0.20929425380303618
PBC,0,1,-2.7056966729042093,-0.8596532869426952,-0.21107555829265445
PBC,0,1,-2.701769682087222,-0.8571559281056578,-0.21285360941386017
PBC,0,1,-2.697842691270235,-0.8546376392385414,-0.2146283797361172
PBC,0,1,-2.6939157004532475,-0.8520984591534847,-0.2163998418791982
PBC,0,1,-2.6899887096362605,-0.8495384269850937,-0.21816796851361342
PBC,0,1,-2.686061718819273,-0.8469575821898393,-0.2199327323610415
PBC,0,1,-2.6821347280022856,-0.8443559645454533,-0.22169410619475718
PBC,0,1,-2.6782077371852986,-0.8417336141503146,-0.22345206284005886
PBC,0,1,-2.6742807463683116,-0.8390905714228342,-0.2252065751746964
PBC,0,1,-2.670353755551324,-0.8364268771008319,-0.2269576161292966
PBC,0,1,-2.6664267647343367,-0.8337425722409119,-0.22870515868778823
PBC,0,1,-2.6624997739173497,-0.8310376982178289,-0.23044917588782604
PBC,0,1,-2.6585727831003623,-0.8283122967238513,-0.23218964082121546
PBC,0,1,-2.6546457922833753,-0.8255664097681213,-0.2339265266343335
PBC,0,1,-2.650718801466388,-0.8228000796760041,-0.23565980652855167
PBC,0,1,-2.646791810649401,-0.8200133490884394,-0.2373894537606556
PBC,0,1,-2.6428648198324134,-0.8172062609612816,-0.23911544164326576
PBC,0,1,-2.6389378290154264,-0.8143788585646399,-0.24083774354525544
PBC,0,1,-2.635010838198439,-0.8115311854822085,-0.2425563328921694
PBC,0,1,-2.6310838473814515,-0.8086632856105971,-0.2442711831666401
PBC,0,1,-2.6271568565644645,-0.8057752031586526,-0.24598226790880373
PBC,0,1,-2.623229865747477,-0.8028669826467756,-0.24768956071671622
PBC,0,1,-2.61930287493049,-0.7999386689062371,-0.24939303524676565
PBC,0,1,-2.6153758841135026,-0.7969903070784817,-0.2510926652140869
PBC,0,1,-2.6114488932965156,-0.7940219426144358,-0.2527884243929719
PBC,0,1,-2.607521902479528,-0.7910336212738007,-0.2544802866172829
PBC,0,1,-2.603594911662541,-0.7880253891243517,-0.2561682257808603
PBC,0,1,-2.5996679208455538,-0.7849972925412204,-0.25785221583793294
PBC,0,1,-2.5957409300285663,-0.7819493782061837,-0.25953223080352555
PBC,0,1,-2.5918139392115793,-0.7788816931069399,-0.26120824475386595
PBC,0,1,-2.587886948394592,-0.7757942845363819,-0.26288023182679116
PBC,0,1,-2.583959957577605,-0.7726872000918694,-0.26454816622215127
PBC,0,1,-2.5800329667606174,-0.76956048767449,-0.2662120222022147
PBC,0,1,-2.5761059759436304,-0.7664141954883216,-0.2678717740920692
PBC,0,1,-2.572178985126643,-0.7632483720396845,-0.2695273962800254
PBC,0,1,-2.568251994309656,-0.760063066136395,-0.27117886321801565
PBC,0,1,-2.5643250034926686,-0.7568583268870054,-0.2728261494219945
PBC,0,1,-2.560398012675681,-0.7536342037000515,-0.27446922947233715
PBC,0,1,-2.556471021858694,-0.750390746283283,-0.2761080780142361
PBC,0,1,-2.552544031041707,-0.7471280046428964,-0.2777426697580977
PBC,0,1,-2.5486170402247197,-0.7438460290827626,-0.2793729794799378
PBC,0,1,-2.5446900494077322,-0.7405448702036479,-0.28099898202177487
PBC,0,1,-2.5407630585907452,-0.7372245789024316,-0.2826206522920225
PBC,0,1,-2.536836067773758,-0.7338852063713174,-0.2842379652658835
PBC,0,1,-2.532909076956771,-0.7305268040970443,-0.285850895985737
PBC,0,1,-2.5289820861397834,-0.7271494238600863,-0.287459419561531
PBC,0,1,-2.525055095322796,-0.7237531177338539,-0.2890635111711687
PBC,0,1,-2.521128104505809,-0.7203379380838887,-0.29066314606089616
PBC,0,1,-2.517201113688822,-0.7169039375670502,-0.29225829954568944
PBC,0,1,-2.5132741228718345,-0.7134511691307035,-0.2938489470096379
PBC,0,1,-2.509347132054847,-0.7099796860118998,-0.29543506390632823
PBC,0,1,-2.50542014123786,-0.7064895417365527,-0.2970166257592277
PBC,0,1,-2.5014931504208726,-0.7029807901186065,-0.29859360816206465
PBC,0,1,-2.4975661596038856,-0.6994534852592093,-0.3001659867792091
PBC,0,1,-2.493639168786898,-0.6959076815458701,-0.3017337373460518
PBC,0,1,-2.4897121779699107,-0.6923434336516218,-0.3032968356693811
PBC,0,1,-2.4857851871529237,-0.6887607965341714,-0.3048552576277608
PBC,0,1,-2.4818581963359367,-0.6851598254350508,-0.3064089791719047
PBC,0,1,-2.4779312055189493,-0.6815405758787627,-0.3079579763250512
PBC,0,1,-2.474004214701962,-0.6779031036719203,-0.30950222518333526
PBC,0,1,-2.470077223884975,-0.6742474649023834,-0.3110417019161619
PBC,0,1,-2.4661502330679874,-0.6705737159383913,-0.31257638276657485
PBC,0,1,-2.4622232422510004,-0.6668819134276902,-0.3141062440516267
PBC,0,1,-2.458296251434013,-0.6631721142966546,-0.3156312621627475
PBC,0,1,-2.4543692606170255,-0.6594443757494094,-0.31715141356611076
PBC,0,1,-2.4504422698000385,-0.6556987552669434,-0.31866667480299865
PBC,0,1,-2.4465152789830515,-0.6519353106062179,-0.32017702249016755
PBC,0,1,-2.442588288166064,-0.6481540997992751,-0.3216824333202104
PBC,0,1,-2.4386612973490767,-0.6443551811523396,-0.32318288406191886
PBC,0,1,-2.4347343065320897,-0.6405386132449153,-0.3246783515606425
PBC,0,1,-2.4308073157151022,-0.6367044549288796,-0.32616881273865095
PBC,0,1,-2.4268803248981152,-0.632852765327573,-0.3276542445954892
PBC,0,1,-2.422953334081128,-0.6289836038348824,-0.32913462420833584
PBC,0,1,-2.419026343264141,-0.6250970301143243,-0.3306099287323576
PBC,0,1,-2.4150993524471533,-0.6211931040981199,-0.332080135401065
PBC,0,1,-2.4111723616301663,-0.6172718859862694,-0.3335452215266636
PBC,0,1,-2.407245370813179,-0.6133334362456179,-0.3350051645004074
PBC,0,1,-2.4033183799961915,-0.6093778156089232,-0.3364599417929471
PBC,0,1,-2.3993913891792045,-0.605405085073914,-0.337909530954681
PBC,0,1,-2.395464398362217,-0.6014153059023457,-0.3393539096161026
PBC,0,1,-2.39153740754523,-0.5974085396190546,-0.3407930554881455
PBC,0,1,-2.3876104167282426,-0.5933848480110037,-0.3422269463625306
PBC,0,1,-2.3836834259112556,-0.5893442931263296,-0.34365556011210824
PBC,0,1,-2.379756435094268,-0.5852869372733794,-0.3450788746912019
PBC,0,1,-2.375829444277281,-0.5812128430197508,-0.3464968681359488
PBC,0,1,-2.3719024534602937,-0.5771220731913196,-0.34790951856464014
PBC,0,1,-2.3679754626433063,-0.5730146908712718,-0.3493168041780592
PBC,0,1,-2.3640484718263193,-0.5688907593991263,-0.3507187032598193
PBC,0,1,-2.3601214810093323,-0.5647503423697542,-0.35211519417669856
PBC,0,1,-2.356194490192345,-0.5605935036323973,-0.35350625537897606
PBC,0,1,-2.3522674993753574,-0.5564203072896793,-0.35489186540076323
PBC,0,1,-2.3483405085583704,-0.552230817696615,-0.3562720028603372
PBC,0,1,-2.344413517741383,-0.5480250994596132,-0.35764664646047045
PBC,0,1,-2.340486526924396,-0.5438032174354815,-0.35901577498876047
PBC,0,1,-2.3365595361074085,-0.5395652367304189,-0.3603793673179574
PBC,0,1,-2.332632545290421,-0.5353112226990119,-0.36173740240629015
PBC,0,1,-2.328705554473434,-0.5310412409432238,-0.36308985929779186
PBC,0,1,-2.324778563656447,-0.5267553573113786,-0.36443671712262354
PBC,0,1,-2.3208515728394596,-0.5224536378971439,-0.36577795509739663
PBC,0,1,-2.316924582022472,-0.51813614903851,-0.36711355252549327
PBC,0,1,-2.312997591205485,-0.5138029573167628,-0.368443488797386
PBC,0,1,-2.3090706003884978,-0.5094541295554545,-0.36976774339095714
PBC,0,1,-2.3051436095715108,-0.5050897328193726,-0.3710862958718138
PBC,0,1,-2.3012166187545233,-0.5007098344134995,-0.37239912589360497
PBC,0,1,-2.297289627937536,-0.49631450188197535,-0.37370621319833386
PBC,0,1,-2.293362637120549,-0.49190380300705305,-0.37500753761667227
PBC,0,1,-2.289435646303562,-0.48747780580804945,-0.37630307906826993
PBC,0,1,-2.2855086554865744,-0.48303657854029447,-0.3775928175620663
PBC,0,1,-2.281581664669587,-0.47858018969407734,-0.378876733196597
PBC,0,1,-2.2776546738526,-0.4741087079935874,-0.3801548061603022
PBC,0,1,-2.2737276830356126,-0.4696222023958502,-0.38142701673183177
PBC,0,1,-2.2698006922186256,-0.4651207420896648,-0.3826933452803487
PBC,0,1,-2.265873701401638,-0.46060439649453155,-0.38395377226583344
PBC,0,1,-2.2619467105846507,-0.45607323525958243,-0.38520827823938303
PBC,0,1,-2.2580197197676637,-0.4515273282625023,-0.38645684384351286
PBC,0,1,-2.2540927289506767,-0.44696674560844984,-0.3876994498124537
PBC,0,1,-2.2501657381336893,-0.44239155762897364,-0.3889360769724498
PBC,0,1,-2.246238747316702,-0.4378018348809276,-0.39016670624205385
PBC,0,1,-2.242311756499715,-0.43319764814537975,-0.39139131863242005
PBC,0,1,-2.2383847656827274,-0.42857906842651594,-0.392609895247599
PBC,0,1,-2.2344577748657404,-0.423946166950548,-0.39382241728482636
PBC,0,1,-2.230530784048753,-0.41929901516460744,-0.3950288660348152
PBC,0,1,-2.226603793231766,-0.4146376847356481,-0.39622922288204115
PBC,0,1,-2.2226768024147785,-0.4099622475493333,-0.39742346930503225
PBC,0,1,-2.2187498115977915,-0.4052727757089287,-0.39861158687665177
PBC,0,1,-2.214822820780804,-0.4005693415341868,-0.3997935572643839
PBC,0,1,-2.2108958299638166,-0.3958520175602315,-0.40096936223061463
PBC,0,1,-2.2069688391468296,-0.39112087653643635,-0.40213898363291334
PBC,0,1,-2.203041848329842,-0.38637599142530055,-0.4033024034243125
PBC,0,1,-2.199114857512855,-0.3816174354013241,-0.40445960365358463
PBC,0,1,-2.1951878666958677,-0.3768452818498742,-0.40561056646551974
PBC,0,1,-2.1912608758788807,-0.3720596043660561,-0.4067552741011992
PBC,0,1,-2.1873338850618933,-0.3672604767535719,-0.4078937088982703
PBC,0,1,-2.1834068942449063,-0.3624479730235852,-0.40902585329121666
PBC,0,1,-2.179479903427919,-0.3576221673935742,-0.41015168981163036
PBC,0,1,-2.1755529126109314,-0.35278313428618835,-0.4112712010884795
PBC,0,1,-2.1716259217939444,-0.34793094832809834,-0.41238436984837545
PBC,0,1,-2.1676989309769574,-0.3430656843488423,-0.4134911789158401
PBC,0,1,-2.16377194015997,-0.3381874173796715,-0.41459161121356947
PBC,0,1,-2.1598449493429825,-0.33329622265239234,-0.4156856497626955
PBC,0,1,-2.1559179585259955,-0.3283921755982049,-0.41677327768304884
PBC,0,1,-2.151990967709008,-0.32347535184653486,-0.4178544781934178
PBC,0,1,-2.148063976892021,-0.3185458272238708,-0.4189292346118068
PBC,0,1,-2.1441369860750337,-0.3136036777525888,-0.4199975303556931
PBC,0,1,-2.1402099952580462,-0.30864897964978255,-0.4210593489422813
PBC,0,1,-2.1362830044410592,-0.3036818093260847,-0.422114673988758
PBC,0,1,-2.1323560136240722,-0.2987022433844867,-0.4231634892125431
PBC,0,1,-2.128429022807085,-0.2937103586191563,-0.4242057784315403
PBC,0,1,-2.1245020319900974,-0.2887062320142538,-0.42524152556438655
PBC,0,1,-2.1205750411731104,-0.28368994074274323,-0.42627071463069865
PBC,0,1,-2.116648050356123,-0.2786615621651972,-0.42729332975131984
PBC,0,1,-2.112721059539136,-0.2736211738286086,-0.4283093551485634
PBC,0,1,-2.1087940687221485,-0.26856885346518844,-0.4293187751464558
PBC,0,1,-2.104867077905161,-0.26350467899116903,-0.4303215741709774
PBC,0,1,-2.100940087088174,-0.25842872850560117,-0.43131773675030227
PBC,0,1,-2.097013096271187,-0.2533410802891459,-0.43230724751503596
PBC,0,1,-2.0930861054541996,-0.24824181280286894,-0.4332900911984523
PBC,0,1,-2.089159114637212,-0.24313100468702897,-0.4342662526367275
PBC,0,1,-2.085232123820225,-0.23800873475986428,-0.43523571676917355
PBC,0,1,-2.081305133003238,-0.2328750820163742,-0.4361984686384701
PBC,0,1,-2.0773781421862507,-0.22773012562710138,-0.43715449339089446
PBC,0,1,-2.0734511513692633,-0.22257394493691085,-0.4381037762765497
PBC,0,1,-2.069524160552276,-0.21740661946376383,-0.4390463026495913
PBC,0,1,-2.065597169735289,-0.2122282288974915,-0.4399820579684529
PBC,0,1,-2.061670178918302,-0.20703885309856362,-0.44091102779606955
PBC,0,1,-2.0577431881013144,-0.2018385720968573,-0.4418331978000999
PBC,0,1,-2.053816197284327,-0.19662746609042214,-0.4427485537531462
PBC,0,1,-2.04988920646734,-0.19140561544424317,-0.4436570815329731
PBC,0,1,-2.045962215650353,-0.18617310068899773,-0.4445587671227253
PBC,0,1,-2.0420352248333655,-0.18093000251981484,-0.4454535966111425
PBC,0,1,-2.038108234016378,-0.17567640179503108,-0.44634155619277316
PBC,0,1,-2.0341812431993906,-0.1704123795349406,-0.44722263216818753
PBC,0,1,-2.0302542523824036,-0.16513801692054697,-0.4480968109441873
PBC,0,1,-2.0263272615654166,-0.15985339529230702,-0.4489640790340147
PBC,0,1,-2.022400270748429,-0.15455859614887935,-0.4498244230575612
PBC,0,1,-2.0184732799314418,-0.14925370114586511,-0.4506778297415712
PBC,0,1,-2.0145462891144548,-0.14393879209454963,-0.4515242859198471
PBC,0,1,-2.0106192982974678,-0.13861395096063622,-0.4523637785334518
PBC,0,1,-2.0066923074804803,-0.13327925986298517,-0.45319629463090927
PBC,0,1,-2.002765316663493,-0.12793480107234567,-0.45402182136840363
PBC,0,1,-1.9988383258465057,-0.12258065701008691,-0.4548403460099759
PBC,0,1,-1.9949113350295185,-0.11721691024692382,-0.45565185592772134
PBC,0,1,-1.9909843442125312,-0.11184364350164622,-0.45645633860198165
PBC,0,1,-1.987057353395544,-0.10646093963984093,-0.4572537816215393
PBC,0,1,-1.9831303625785568,-0.1010688816726133,-0.4580441726838069
PBC,0,1,-1.9792033717615696,-0.09566755275530714,-0.4588274995950168
PBC,0,1,-1.9752763809445824,-0.09025703618622127,-0.45960375027040856
PBC,0,1,-1.9713493901275951,-0.08483741540532441,-0.4603729127344143
PBC,0,1,-1.967422399310608,-0.07940877399296775,-0.46113497512084367
PBC,0,1,-1.9634954084936207,-0.07397119566859622,-0.4618899256730656
PBC,0,1,-1.9595684176766333,-0.06852476428945509,-0.4626377527441885
PBC,0,1,-1.955641426859646,-0.06306956384929929,-0.46337844479724055
PBC,0,1,-1.9517144360426588,-0.057605678477094524,-0.46411199040534556
PBC,0,1,-1.9477874452256716,-0.05213319243572079,-0.4648383782518999
PBC,0,1,-1.9438604544086844,-0.046652190120672454,-0.46555759713074585
PBC,0,1,-1.9399334635916972,-0.04116275605875619,-0.4662696359463435
PBC,0,1,-1.93600647277471,-0.035664974906786995,-0.46697448371394207
PBC,0,1,-1.9320794819577227,-0.030158931450282145,-0.46767212955974824
PBC,0,1,-1.9281524911407355,-0.024644710602152564,-0.4683625627210931
PBC,0,1,-1.9242255003237483,-0.019122397401394653,-0.46904577254659774
PBC,0,1,-1.9202985095067608,-0.013592077011776671,-0.46972174849633774
PBC,0,1,-1.9163715186897736,-0.008053834720526565,-0.47039048014200324
PBC,0,1,-1.9124445278727864,-0.0025077559370143554,-0.471051957167062
PBC,0,1,-1.9085175370557992,0.0030460738085633654,-0.471706169366915
PBC,0,1,-1.904590546238812,0.008607568866504378,-0.4723531066490553
PBC,0,1,-1.9006635554218247,0.014176643468921113,-0.4729927590332223
PBC,0,1,-1.8967365646048375,0.019753211731063702,-0.4736251166515556
PBC,0,1,-1.8928095737878503,0.025337187652645365,-0.47425016974874623
PBC,0,1,-1.888882582970863,0.03092848511916868,-0.4748679086821864
PBC,0,1,-1.8849555921538759,0.036527017903253856,-0.4754783239221186
PBC,0,1,-1.8810286013368884,0.042132699665968665,-0.4760814060517814
PBC,0,1,-1.8771016105199012,0.047745443958160494,-0.476677145767554
PBC,0,1,-1.873174619702914,0.05336516422178983,-0.47726553387909965
PBC,0,1,-1.8692476288859268,0.05899177379126541,-0.477846561309507
PBC,0,1,-1.8653206380689396,0.06462518589478095,-0.47842021909542853
PBC,0,1,-1.8613936472519523,0.07026531365565336,-0.4789864983872201
PBC,0,1,-1.8574666564349651,0.07591207009366308,-0.47954539044907557
PBC,0,1,-1.853539665617978,0.08156536812639575,-0.48009688665916117
PBC,0,1,-1.8496126748009907,0.08722512057058529,-0.4806409785097489
PBC,0,1,-1.8456856839840032,0.09289124014345879,-0.4811776576073462
PBC,0,1,-1.841758693167016,0.09856363946408153,-0.48170691567282564
PBC,0,1,-1.8378317023500288,0.1042422310547072,-0.48222874454155173
PBC,0,1,-1.8339047115330416,0.10992692734212528,-0.48274313616350717
PBC,0,1,-1.8299777207160544,0.11561764065901226,-0.4832500826034156
PBC,0,1,-1.8260507298990671,0.12131428324528404,-0.4837495760408639
PBC,0,1,-1.82212373908208,0.1270167672494491,-0.4842416087704228
PBC,0,1,-1.8181967482650927,0.13272500472996407,-0.48472617320176503
PBC,0,1,-1.8142697574481055,0.13843890765658973,-0.48520326185978113
PBC,0,1,-1.8103427666311183,0.1441583879117485,-0.4856728673846966
PBC,0,1,-1.8064157758141308,0.14988335729188484,-0.4861349825321819
PBC,0,1,-1.8024887849971436,0.15561372750882319,-0.48658960017346653
PBC,0,1,-1.7985617941801564,0.16134941019113236,-0.48703671329544684
PBC,0,1,-1.7946348033631692,0.16709031688548692,-0.48747631500079525
PBC,0,1,-1.790707812546182,0.17283635905803185,-0.48790839850806467
PBC,0,1,-1.7867808217291947,0.17858744809574834,-0.4883329571517938
PBC,0,1,-1.7828538309122075,0.1843434953078198,-0.4887499843826095
PBC,0,1,-1.7789268400952203,0.19010441192700034,-0.48915947376732705
PBC,0,1,-1.774999849278233,0.19587010911098357,-0.48956141898904904
PBC,0,1,-1.7710728584612458,0.20164049794377292,-0.4899558138472633
PBC,0,1,-1.7671458676442584,0.20741548943705346,-0.49034265225793694
PBC,0,1,-1.7632188768272712,0.21319499453156232,-0.4907219282536103
PBC,0,1,-1.759291886010284,0.21897892409846553,-0.4910936359834895
PBC,0,1,-1.7553648951932967,0.22476718894073,-0.49145776971353505
PBC,0,1,-1.7514379043763095,0.2305596997945003,-0.4918143238265509
PBC,0,1,-1.7475109135593223,0.236356367330475,-0.49216329282227056
PBC,0,1,-1.743583922742335,0.24215710215528485,-0.4925046713174413
PBC,0,1,-1.7396569319253479,0.2479618148128706,-0.4928384540459074
PBC,0,1,-1.7357299411083607,0.25377041578586357,-0.49316463585869086
PBC,0,1,-1.7318029502913734,0.2595828154969656,-0.49348321172406984
PBC,0,1,-1.727875959474386,0.2653989243103315,-0.4937941767276578
PBC,0,1,-1.7239489686573988,0.2712186525329492,-0.49409752607247703
PBC,0,1,-1.7200219778404116,0.27704191041602577,-0.49439325507903364
PBC,0,1,-1.7160949870234243,0.2828686081563704,-0.4946813591853888
PBC,0,1,-1.7121679962064371,0.288698655897779,-0.49496183394722953
PBC,0,1,-1.70824100538945,0.2945319637324202,-0.49523467503793617
PBC,0,1,-1.7043140145724627,0.30036844170222243,-0.4954998782486498
PBC,0,1,-1.7003870237554755,0.30620799980026076,-0.49575743948833617
PBC,0,1,-1.6964600329384882,0.31205054797214526,-0.49600735478384883
PBC,0,1,-1.692533042121501,0.3178959961174095,-0.49624962027999053
PBC,0,1,-1.6886060513045136,0.32374425409090113,-0.49648423223957183
PBC,0,1,-1.6846790604875264,0.3295952317041696,-0.4967111870434693
PBC,0,1,-1.6807520696705391,0.3354488387268606,-0.4969304811906803
