geometry,real_energy,imaginary_energy,potential,density,positive_density
square,1.12,-20.0,2.820110528492772,0.0,0.0
square,1.1600000000000001,-20.0,2.8209684527117482,0.0,0.0
square,1.2000000000000002,-20.0,2.8218341967450886,0.0,0.0
square,1.2400000000000002,-20.0,2.8227074059134383,0.0,0.0
square,1.2800000000000002,-20.0,2.8235877524515516,0.0,0.0
square,1.3200000000000003,-20.0,2.8244749328298364,0.0,0.0
square,1.3599999999999999,-20.0,2.8253686653926975,0.0,0.0
square,1.4,-20.0,2.8262600355439047,0.0,0.0
square,1.44,-20.0,2.827174757534092,0.0,0.0
square,1.48,-20.0,2.827944719934938,0.0,0.0
square,1.52,-20.0,2.8290041395036347,0.0,0.0
square,1.56,-20.0,2.829927040137681,0.0,0.0
square,1.6,-20.0,2.830855160542016,0.0,0.0
square,1.6400000000000001,-20.0,2.831788325132652,0.0,0.0
square,1.6800000000000002,-20.0,2.8327263687101256,0.0,0.0
square,1.7200000000000002,-20.0,2.833669135616633,0.0,0.0
square,1.7600000000000002,-20.0,2.8346164789763786,0.0,0.0
square,1.8000000000000003,-20.0,2.8355682600096257,0.0,0.0
square,1.8399999999999999,-20.0,2.8365243474121438,0.0,0.0
square,1.88,-20.0,2.8374846167928056,0.0,0.0
square,1.92,-20.0,2.838448950162993,0.0,0.0
square,1.96,-20.0,2.839417235472248,0.0,0.0
square,2.0,-20.0,2.8403893661852853,0.0,0.0
square,-2.0,-19.75,2.820694860078862,0.0,0.0
square,-1.96,-19.75,2.819625778534874,9.377857695119992e-07,9.377857695119992e-07
square,-1.92,-19.75,2.818559129413028,1.0166920410519885e-06,1.0166920410519885e-06
square,-1.88,-19.75,2.8174949717025064,1.1043309207068646e-06,1.1043309207068646e-06
square,-1.84,-19.75,2.8164333674921394,1.2018958786844009e-06,1.2018958786844009e-06
square,-1.8,-19.75,2.815374382239537,1.3107754363129444e-06,1.3107754363129444e-06
square,-1.76,-19.75,2.814318085070976,1.4325896687725346e-06,1.4325896687725346e-06
square,-1.72,-19.75,2.813264549116377,1.5692364124761336e-06,1.5692364124761336e-06
square,-1.68,-19.75,2.8122138518844566,1.7229460326664093e-06,1.7229460326664093e-06
square,-1.6400000000000001,-19.75,2.8111660756840147,1.8963498658423604e-06,1.8963498658423604e-06
square,-1.6,-19.75,2.8101213080983736,2.092564643413554e-06,2.092564643413554e-06
square,-1.56,-19.75,2.8090796425212727,2.3152965624175768e-06,2.3152965624175768e-06
square,-1.52,-19.75,2.8080411787640633,2.5689731630499127e-06,2.5689731630499127e-06
square,-1.48,-19.75,2.807006023745955,-0.00046969124199186887,0.0
square,-1.44,-19.75,2.8059742922813764,-0.022384064243503265,0.0
square,-1.4,-19.75,2.804721046739213,0.04559445242784579,0.04559445242784579
square,-1.3599999999999999,-19.75,2.8039216042894806,-0.022716005765866954,0.0
square,-1.3199999999999998,-19.75,2.8029009256770183,-0.00041618973861795767,0.0
square,-1.28,-19.75,2.8018842290280777,3.908228173991894e-06,3.908228173991894e-06
square,-1.24,-19.75,2.800871685251683,5.835030030643036e-06,5.835030030643036e-06
square,-1.2,-19.75,2.7998634811672707,-0.006277048435372605,0.0
square,-1.1600000000000001,-19.75,2.798798070223613,-0.016911007748020318,0.0
square,-1.12,-19.75,2.797570261483423,0.05141583624857327,0.05141583624857327
square,-1.08,-19.75,2.7968558775540466,-0.026659054047141455,0.0
square,-1.04,-19.75,2.795878491154544,-0.0011025264466684886,0.0
square,-1.0,-19.75,2.7948955251524543,-0.0008043586856325834,0.0
square,-0.96,-19.75,2.793910285356445,-0.015833867958462484,0.0
square,-0.9199999999999999,-19.75,2.7927716229636212,0.03113876335311101,0.03113876335311101
square,-0.8799999999999999,-19.75,2.791945301622474,-0.010315080229820995,0.0
square,-0.8400000000000001,-19.75,2.7910273701604136,-0.003836794525729681,0.0
square,-0.8,-19.75,2.7900786532727557,3.4497979265117596e-05,3.4497979265117596e-05
square,-0.76,-19.75,2.789138481552706,-0.012189364884088248,0.0
square,-0.72,-19.75,2.788084671596091,0.021704588866726916,0.021704588866726916
square,-0.6799999999999999,-19.75,2.7872524857989065,-0.005275251583386976,0.0
square,-0.6399999999999999,-19.75,2.7863778043955376,-0.00394871997397419,0.0
square,-0.5999999999999999,-19.75,2.785481225305464,-0.0033031855240619615,0.0
square,-0.56,-19.75,2.7845646114820504,-0.0011186077315177843,0.0
square,-0.52,-19.75,2.7836503372770722,0.013313318676087689,0.013313318676087689
square,-0.48,-19.75,2.7828854469320823,-0.008032321786601227,0.0
square,-0.43999999999999995,-19.75,2.7820598863568096,-0.013075309471259062,0.0
square,-0.3999999999999999,-19.75,2.781131260988716,0.02657531901310515,0.02657531901310515
square,-0.3599999999999999,-19.75,2.7804916898575995,-0.012129557245724006,0.0
square,-0.32000000000000006,-19.75,2.779761556997939,-0.018242536935158832,0.0
square,-0.28,-19.75,2.778885807812851,0.040743885072413055,0.040743885072413055
square,-0.24,-19.75,2.778459736522688,-0.02161441903612135,0.0
square,-0.19999999999999996,-19.75,2.777875585108654,0.012578955734858373,0.012578955734858373
square,-0.15999999999999992,-19.75,2.7774903220207214,-0.010257731369705635,0.0
square,-0.11999999999999988,-19.75,2.7771002926948016,0.024453007917478044,0.024453007917478044
square,-0.08000000000000007,-19.75,2.7770814476783485,-0.01283222287591715,0.0
square,-0.040000000000000036,-19.75,2.777108936572478,0.01195555826159837,0.01195555826159837
square,0.0,-19.75,2.777388936840117,-0.0007407635446608396,0.0
square,0.040000000000000036,-19.75,2.7777613391157443,0.005326359516098908,0.005326359516098908
square,0.08000000000000007,-19.75,2.7782633479827856,-0.008142632869589538,0.0
square,0.1200000000000001,-19.75,2.778747579133151,0.01991849821938925,0.01991849821938925
square,0.16000000000000014,-19.75,2.77947683239688,-0.008584913478362521,0.0
square,0.20000000000000018,-19.75,2.780158771774849,-0.0030075056391035853,0.0
square,0.2400000000000002,-19.75,2.7808440080455883,0.009713792312472958,0.009713792312472958
square,0.28000000000000025,-19.75,2.781652256043216,-0.004832973034130154,0.0
square,0.31999999999999984,-19.75,2.782438885819502,-0.022434937580448556,0.0
square,0.3599999999999999,-19.75,2.7830200867067747,0.046108164330062804,0.046108164330062804
square,0.3999999999999999,-19.75,2.784075999995118,-0.022344944541333425,0.0
square,0.43999999999999995,-19.75,2.784922777578509,-5.372710084405e-05,0.0
square,0.48,-19.75,2.7857834936829553,-0.019972224374789113,0.0
square,0.52,-19.75,2.7864600503962587,0.03628099996477581,0.03628099996477581
square,0.56,-19.75,2.78750950380321,-0.012657239012550489,0.0
square,0.6000000000000001,-19.75,2.788440245700767,-0.0033353010131934725,0.0
square,0.6400000000000001,-19.75,2.7893468819170972,3.365110072667957e-05,3.365110072667957e-05
square,0.6800000000000002,-19.75,2.7902625510117147,-0.02784638804758363,0.0
square,0.7200000000000002,-19.75,2.790909014776366,0.050788475509046895,0.050788475509046895
square,0.7600000000000002,-19.75,2.792062746462829,-0.01625273546696209,0.0
square,0.8000000000000003,-19.75,2.793057417877434,-0.005519020821977596,0.0
square,0.8399999999999999,-19.75,2.794003199842245,1.4405024410406968e-05,1.4405024410406968e-05
square,0.8799999999999999,-19.75,2.794955338941252,1.0209773988057197e-05,1.0209773988057197e-05
square,0.9199999999999999,-19.75,2.795913473268418,-0.028075416145668323,0.0
square,0.96,-19.75,2.79660381027443,0.055092650848878405,0.055092650848878405
square,1.0,-19.75,2.7978464678984496,-0.027412007801997047,0.0
square,1.04,-19.75,2.798820776568721,4.841978549020633e-06,4.841978549020633e-06
square,1.08,-19.75,2.7997999687802917,6.058067475850061e-06,6.058067475850061e-06
square,1.12,-19.75,2.800783829194436,5.333572981368248e-06,5.333572981368248e-06
square,1.1600000000000001,-19.75,2.801772161284156,-0.007115977908326672,0.0
square,1.2000000000000002,-19.75,2.802693200039248,0.014610149586711304,0.014610149586711304
square,1.2400000000000002,-19.75,2.8037615350874834,-0.011374107904224617,0.0
square,1.2800000000000002,-19.75,2.8047194614446482,0.008735580540052005,0.008735580540052005
square,1.3200000000000003,-19.75,2.805766815505854,-0.004254154964448806,0.0
square,1.3599999999999999,-19.75,2.806775074161062,2.686761269869064e-06,2.686761269869064e-06
square,1.4,-19.75,2.8077869133218387,-1.961010679153757e-05,0.0
square,1.44,-19.75,2.8088022196957825,2.192875695412907e-06,2.192875695412907e-06
square,1.48,-19.75,2.8098208874293844,-0.00035942139867039944,0.0
square,1.52,-19.75,2.81084281739237,1.809053184044675e-06,1.809053184044675e-06
square,1.56,-19.75,2.811867916547604,-0.00016776831885565282,0.0
square,1.6,-19.75,2.8128960973945296,1.507036632736744e-06,1.507036632736744e-06
square,1.6400000000000001,-19.75,2.813927277476009,1.3801705475896318e-06,1.3801705475896318e-06
square,1.6800000000000002,-19.75,2.814961378940048,-3.146121693368115e-05,0.0
square,1.7200000000000002,-19.75,2.815998328149198,1.1649062653617542e-06,1.1649062653617542e-06
square,1.7600000000000002,-19.75,2.8170380553314915,1.0734101595354545e-06,1.0734101595354545e-06
square,1.8000000000000003,-19.75,2.818080494267695,9.909648980890512e-07,9.909648980890512e-07
square,1.8399999999999999,-19.75,2.8191255820103955,-0.02868852894302763,0.0
square,1.88,-19.75,2.819884840867673,0.0588486396362523,0.0588486396362523
square,1.92,-19.75,2.8212234669919636,-0.028688657438768354,0.0
square,1.96,-19.75,2.822276152539471,-0.0009301003658646262,0.0
square,2.0,-19.75,2.8233312631172964,0.0,0.0
square,-2.0,-19.5,2.8032934706073016,0.0,0.0
square,-1.96,-19.5,2.8021329869957157,-6.357934691566148e-07,0.0
square,-1.92,-19.5,2.800973161093393,-6.963333212243713e-07,0.0
square,-1.88,-19.5,2.7998139740798083,-7.638820987393737e-07,0.0
square,-1.84,-19.5,2.7986554050069827,-8.394205504752817e-07,0.0
square,-1.8,-19.5,2.7974974305917746,-9.240921849320468e-07,0.0
square,-1.76,-19.5,2.7963400249833947,-1.0192344345414763e-06,0.0
square,-1.72,-19.5,2.795183159502564,-1.126416827412367e-06,0.0
square,-1.68,-19.5,2.7940268023481156,-1.2474884330075216e-06,0.0
square,-1.6400000000000001,-19.5,2.792870918266108,-1.384634887651592e-06,0.0
square,-1.6,-19.5,2.7917154681756213,-1.54045107147774e-06,0.0
square,-1.56,-19.5,2.79056040874434,-1.7180298823736178e-06,0.0
square,-1.52,-19.5,2.7894056919057033,-0.018460911232544584,0.0
square,-1.48,-19.5,2.7880656942986173,0.0370977581126228,0.0370977581126228
square,-1.44,-19.5,2.7870970666823474,-0.03134661008595673,0.0
square,-1.4,-19.5,2.785813496984093,0.025854271246788647,0.025854271246788647
square,-1.3599999999999999,-19.5,2.7847890902297303,-0.012888289924253777,0.0
square,-1.3199999999999998,-19.5,2.7836351561775836,-3.51180370830432e-06,0.0
square,-1.28,-19.5,2.782481139551344,-4.0030217368478865e-06,0.0
square,-1.24,-19.5,2.7813269380473944,-0.0055193130703126755,0.0
square,-1.2,-19.5,2.7801169967898334,-0.012377312001614479,0.0
square,-1.1600000000000001,-19.5,2.7787800695500455,0.037143753530743104,0.037143753530743104
square,-1.12,-19.5,2.7778091333226653,-0.015842689385971918,0.0
square,-1.08,-19.5,2.776690839602692,-0.0023027830167209056,0.0
square,-1.04,-19.5,2.7755485936997473,-0.0014939019838894573,0.0
square,-1.0,-19.5,2.7743902888703498,-1.1366878270940394e-05,0.0
square,-0.96,-19.5,2.7732306037393597,-0.006766732557920605,0.0
square,-0.9199999999999999,-19.5,2.7720015791013464,-0.013898195006555324,0.0
square,-0.8799999999999999,-19.5,2.7706320617897573,0.04823504489484814,0.04823504489484814
square,-0.8400000000000001,-19.5,2.7697325268771245,-0.025966640738063953,0.0
square,-0.8,-19.5,2.768571785010075,-0.001461371631093213,0.0
square,-0.76,-19.5,2.767400013008005,-8.877487717074827e-05,0.0
square,-0.72,-19.5,2.7662243322983584,-0.0066702411137952965,0.0
square,-0.6799999999999999,-19.5,2.7649805604700135,-0.010439463897277419,0.0
square,-0.6399999999999999,-19.5,2.763624540228123,0.04129023520966393,0.04129023520966393
square,-0.5999999999999999,-19.5,2.7626658147699734,-0.023337226029289237,0.0
square,-0.56,-19.5,2.7614655524434766,-0.00026214713896111823,0.0
square,-0.52,-19.5,2.760255778465224,-0.003898545103096511,0.0
square,-0.48,-19.5,2.75900213426839,-0.01779593291009986,0.0
square,-0.43999999999999995,-19.5,2.7575620662247484,0.04413194648665044,0.04413194648665044
square,-0.3999999999999999,-19.5,2.756539349113838,-0.023113611625482776,0.0
square,-0.3599999999999999,-19.5,2.755269446538189,-0.0012907454428689165,0.0
square,-0.32000000000000006,-19.5,2.753964400504894,-0.012564216505555816,0.0
square,-0.28,-19.5,2.7525051370816604,0.020886671461826035,0.020886671461826035
square,-0.24,-19.5,2.751219211879623,-0.012899764865024982,0.0
square,-0.19999999999999996,-19.5,2.749756905383644,-0.004908758637327496,0.0
square,-0.15999999999999992,-19.5,2.7481849600260047,-0.007150248083149021,0.0
square,-0.11999999999999988,-19.5,2.746458423439482,-0.010904867191033528,0.0
square,-0.08000000000000007,-19.5,2.7445110299396416,0.38737099833929345,0.38737099833929345
square,-0.040000000000000036,-19.5,2.7462989588441364,0.00035627713277666613,0.00035627713277666613
square,0.0,-19.5,2.74797912777751,-0.007171406012749576,0.0
square,0.040000000000000036,-19.5,2.7495057982025393,-0.009295129333112983,0.0
square,0.08000000000000007,-19.5,2.750879090011969,0.002195333340322486,0.002195333340322486
square,0.1200000000000001,-19.5,2.7522266666528052,0.004367197700950097,0.004367197700950097
square,0.16000000000000014,-19.5,2.7535830744637417,-0.006550863612669768,0.0
square,0.20000000000000018,-19.5,2.754846740709721,-0.001484880079901748,0.0
square,0.2400000000000002,-19.5,2.75607441383453,-0.013566009415062419,0.0
square,0.28000000000000025,-19.5,2.757149615875709,0.028344895965471437,0.028344895965471437
square,0.31999999999999984,-19.5,2.758491609233352,-0.014899573753547073,0.0
square,0.3599999999999999,-19.5,2.759676489294575,-0.0010024306495991903,0.0
square,0.3999999999999999,-19.5,2.7608490714442153,-0.002640753994046828,0.0
square,0.43999999999999995,-19.5,2.7619875460189283,-0.01120689406977753,0.0
square,0.48,-19.5,2.763005766538242,0.029947314059597486,0.029947314059597486
square,0.52,-19.5,2.7643114334970713,-0.015100874452828024,0.0
square,0.56,-19.5,2.765465539645004,-0.0009838640473346085,0.0
square,0.6000000000000001,-19.5,2.766607082725346,-0.0005596152433091254,0.0
square,0.6400000000000001,-19.5,2.7677452354551924,-0.010790964647208816,0.0
square,0.6800000000000002,-19.5,2.768776032155798,0.008073031192293509,0.008073031192293509
square,0.7200000000000002,-19.5,2.7698811656201228,0.015289620396540918,0.015289620396540918
square,0.7600000000000002,-19.5,2.7711386202706705,-0.012084643224722531,0.0
square,0.8000000000000003,-19.5,2.772274308886765,-0.0006209494893531719,0.0
square,0.8399999999999999,-19.5,2.7734026441813335,-1.098362941148241e-05,0.0
square,0.8799999999999999,-19.5,2.7745300005906373,-0.0018215537338683683,0.0
square,0.9199999999999999,-19.5,2.7756386471549823,-0.02489934702077321,0.0
square,0.96,-19.5,2.7765021814762108,0.04584677658354669,0.04584677658354669
square,1.0,-19.5,2.7778229542937884,-0.010646041774555994,0.0
square,1.04,-19.5,2.779032979764724,-0.00833261946789881,0.0
square,1.08,-19.5,2.780159156168442,-8.519477486308493e-05,0.0
square,1.12,-19.5,2.7812845495581398,-3.815435999484296e-06,0.0
square,1.1600000000000001,-19.5,2.7824100777504883,-3.340535780158679e-06,0.0
square,1.2000000000000002,-19.5,2.7835358342086907,-0.00018522528424031015,0.0
square,1.2400000000000002,-19.5,2.7846619020273424,-0.0001519185549134029,0.0
square,1.2800000000000002,-19.5,2.7857883552048235,-0.0008181159295914958,0.0
square,1.3200000000000003,-19.5,2.786915259730721,-0.00031015177357120584,0.0
square,1.3599999999999999,-19.5,2.788042674519341,-1.8086567129203399e-06,0.0
square,1.4,-19.5,2.789170652214498,-1.6140569650386397e-06,0.0
square,1.44,-19.5,2.790299239886097,-1.4441118858454482e-06,0.0
square,1.48,-19.5,2.7914284796353366,-1.295212447641245e-06,0.0
square,1.52,-19.5,2.792558409122399,-0.006619037468560707,0.0
square,1.56,-19.5,2.7936225319110535,0.013573532358075997,0.013573532358075997
square,1.6,-19.5,2.7948204684591778,-0.00661882014093632,0.0
square,1.6400000000000001,-19.5,2.7959526553048284,-0.0012792902312651312,0.0
square,1.6800000000000002,-19.5,2.7970727943355795,0.002621546665365087,0.002621546665365087
square,1.7200000000000002,-19.5,2.7982194635634476,-0.001468060375167503,0.0
square,1.7600000000000002,-19.5,2.799354125326701,-6.40900948614721e-07,0.0
square,1.8000000000000003,-19.5,2.8004896486729534,-5.837376286677702e-07,0.0
square,1.8399999999999999,-19.5,2.8016260484742794,-5.324741160870663e-07,0.0
square,1.88,-19.5,2.8027633378192065,-0.0007349362107396273,0.0
square,1.92,-19.5,2.803901528170164,-0.03636110304349981,0.0
square,1.96,-19.5,2.804675092300339,0.07458257441571423,0.07458257441571423
square,2.0,-19.5,2.80618065044352,0.0,0.0
square,-2.0,-19.25,2.7858655017064446,0.0,0.0
square,-1.96,-19.25,2.7846142540129573,-1.9829687605532236e-06,0.0
square,-1.92,-19.25,2.7833619627329598,-2.1526065233858023e-06,0.0
square,-1.88,-19.25,2.7821085381704123,-2.340198237647789e-06,0.0
square,-1.84,-19.25,2.7808538840689687,-0.00035088632166939063,0.0
square,-1.8,-19.25,2.7795978970371293,-2.7786885410179728e-06,0.0
square,-1.76,-19.25,2.7783404659110076,-3.0352066945786934e-06,0.0
square,-1.72,-19.25,2.7770814710465705,-3.3210412941325405e-06,0.0
square,-1.68,-19.25,2.775820783532029,-3.6401989700747098e-06,0.0
square,-1.6400000000000001,-19.25,2.774558264309565,-3.997320253180526e-06,0.0
square,-1.6,-19.25,2.773293763193936,-4.397795316403757e-06,0.0
square,-1.56,-19.25,2.772027117773458,-0.0002015724797113469,0.0
square,-1.52,-19.25,2.7707581521765596,-0.03033001219350622,0.0
square,-1.48,-19.25,2.769186980128934,0.059820260799161216,0.059820260799161216
square,-1.44,-19.25,2.768212481165709,-0.029915928413642722,0.0
square,-1.4,-19.25,2.7669353433098323,-0.0003371722667650041,0.0
square,-1.3599999999999999,-19.25,2.7656550166217255,-8.148052653230064e-06,0.0
square,-1.3199999999999998,-19.25,2.764371233146544,-9.102661919092402e-06,0.0
square,-1.28,-19.25,2.763083699877216,-1.0194510101574644e-05,0.0
square,-1.24,-19.25,2.7617920957942146,-0.0025703786548210233,0.0
square,-1.2,-19.25,2.7604703432862165,-0.009166196742831522,0.0
square,-1.1600000000000001,-19.25,2.759051862856672,-0.004486210130584306,0.0
square,-1.12,-19.25,2.757582747642812,0.0457651095954141,0.0457651095954141
square,-1.08,-19.25,2.756557133022669,-0.027043486002855863,0.0
square,-1.04,-19.25,2.755259344122285,-0.002266327975948625,0.0
square,-1.0,-19.25,2.753934506856564,-3.0695895909594704e-05,0.0
square,-0.96,-19.25,2.7526022069537746,-2.780595200530072e-05,0.0
square,-0.9199999999999999,-19.25,2.75126172188428,-0.0012238935445941692,0.0
square,-0.8799999999999999,-19.25,2.7499019923337333,-0.009470908733703317,0.0
square,-0.8400000000000001,-19.25,2.7484440042780856,-0.0047985220418169305,0.0
square,-0.8,-19.25,2.7469219020990456,0.04023618499079676,0.04023618499079676
square,-0.76,-19.25,2.745779366540294,-0.021763704381301766,0.0
square,-0.72,-19.25,2.7444044047646736,-0.0023169423519366697,0.0
square,-0.6799999999999999,-19.25,2.7429937709093495,-0.0006504922043398236,0.0
square,-0.6399999999999999,-19.25,2.7415665860207867,-0.0013171441681112893,0.0
square,-0.5999999999999999,-19.25,2.7401209309231915,-0.0021743365611567745,0.0
square,-0.56,-19.25,2.7386350973608464,-0.008190333556438256,0.0
square,-0.52,-19.25,2.7370439449848014,-0.0009334395341350413,0.0
square,-0.48,-19.25,2.7354125566088534,0.03481293589125622,0.03481293589125622
square,-0.43999999999999995,-19.25,2.7340920501417854,-0.021804274505293524,0.0
square,-0.3999999999999999,-19.25,2.7325264253952417,-0.00123696123221443,0.0
square,-0.3599999999999999,-19.25,2.7309131199829615,-0.0002483144886263194,0.0
square,-0.32000000000000006,-19.25,2.729257404522351,-0.00010266658341426091,0.0
square,-0.28,-19.25,2.7275556187877976,-0.00032434014011474706,0.0
square,-0.24,-19.25,2.72580285571454,-2.1462149472484864e-05,0.0
square,-0.19999999999999996,-19.25,2.723993328683092,-0.0010506086218444962,0.0
square,-0.15999999999999992,-19.25,2.7221104220533574,0.0002892219536615682,0.0002892219536615682
square,-0.11999999999999988,-19.25,2.720161446028672,0.001087687135982922,0.001087687135982922
square,-0.08000000000000007,-19.25,2.718149816106121,0.3755309066690482,0.3755309066690482
square,-0.040000000000000036,-19.25,2.7198382646905985,0.02942968886272268,0.02942968886272268
square,0.0,-19.25,2.721749149641395,5.448689853551161e-06,5.448689853551161e-06
square,0.040000000000000036,-19.25,2.7235914207078005,-0.0009703042893265359,0.0
square,0.08000000000000007,-19.25,2.7253614362011076,-6.156882417021411e-05,0.0
square,0.1200000000000001,-19.25,2.727075781117185,-0.00017365908617457485,0.0
square,0.16000000000000014,-19.25,2.728739515786723,-0.0001059335131416896,0.0
square,0.20000000000000018,-19.25,2.730357579896476,-0.00028071785109760075,0.0
square,0.2400000000000002,-19.25,2.731933361888185,-0.011731795397233655,0.0
square,0.28000000000000025,-19.25,2.733356454525322,0.008371564346035263,0.008371564346035263
square,0.31999999999999984,-19.25,2.734830521857887,0.014936393972314018,0.014936393972314018
square,0.3599999999999999,-19.25,2.7364196254579984,-0.006452092321155195,0.0
square,0.3999999999999999,-19.25,2.7379174483704816,-0.004624673442084844,0.0
square,0.43999999999999995,-19.25,2.739348801488503,-0.000757250656109478,0.0
square,0.48,-19.25,2.7407599455804927,-0.0008899746890455747,0.0
square,0.52,-19.25,2.742153061243077,-0.000675858038714777,0.0
square,0.56,-19.25,2.7435259578066544,-0.01974337212380535,0.0
square,0.6000000000000001,-19.25,2.744686594924037,0.027384479000868173,0.027384479000868173
square,0.6400000000000001,-19.25,2.7460995819778966,0.006159387558471865,0.006159387558471865
square,0.6800000000000002,-19.25,2.7475560054028536,-0.009576725474511943,0.0
square,0.7200000000000002,-19.25,2.7489074900163097,-0.0027716442430427,0.0
square,0.7600000000000002,-19.25,2.7502253515023187,-4.7385312449086265e-05,0.0
square,0.8000000000000003,-19.25,2.751534592723951,-3.7858871341890624e-05,0.0
square,0.8399999999999999,-19.25,2.7528360129649134,-0.0013042374109303028,0.0
square,0.8799999999999999,-19.25,2.754120193080165,-0.024160006334519864,0.0
square,0.9199999999999999,-19.25,2.7551605673283346,0.035635287252071435,0.035635287252071435
square,0.96,-19.25,2.756543660977571,0.0023360803506022082,0.0023360803506022082
square,1.0,-19.25,2.75794481808876,-0.009293886111102894,0.0
square,1.04,-19.25,2.759248325135721,-0.003184063877265967,0.0
