series,role,omega_rad_fs,omega_prime_rad_fs
curve_a,dispersion,0.20731707317073172,0.021597225605863357
curve_a,dispersion,0.21263289555972484,0.022217208587714008
curve_a,dispersion,0.21794871794871798,0.022840621053518237
curve_a,dispersion,0.2232645403377111,0.023467251507493306
curve_a,dispersion,0.2285803627267042,0.024096891132378975
curve_a,dispersion,0.23389618511569732,0.024729338519571865
curve_a,dispersion,0.23921200750469046,0.025364403927957392
curve_a,dispersion,0.24452782989368357,0.026001913008007815
curve_a,dispersion,0.2498436522826767,0.026641709944157863
curve_a,dispersion,0.25515947467166983,0.02728365998420417
curve_a,dispersion,0.2604752970606629,0.027927651339306542
curve_a,dispersion,0.26579111944965605,0.028573596451938924
curve_a,dispersion,0.2711069418386492,0.029221432641724193
curve_a,dispersion,0.2764227642276423,0.02987112215040047
curve_a,dispersion,0.2817385866166354,0.03052265161714496
curve_a,dispersion,0.28705440900562856,0.031176031024092325
curve_a,dispersion,0.29237023139462165,0.03183129215911527
curve_a,dispersion,0.2976860537836148,0.032488486648796305
curve_a,dispersion,0.30300187617260793,0.03314768361903899
curve_a,dispersion,0.308317698561601,0.033808967043988704
curve_a,dispersion,0.31363352095059416,0.03447243284591449
curve_a,dispersion,0.31894934333958724,0.035138185809513944
curve_a,dispersion,0.3242651657285804,0.035806336373821704
curve_a,dispersion,0.3295809881175735,0.03647699736361487
curve_a,dispersion,0.3348968105065666,0.03715028072000892
curve_a,dispersion,0.34021263289555975,0.03782629428692211
curve_a,dispersion,0.3455284552845529,0.03850513870635525
curve_a,dispersion,0.350844277673546,0.03918690447108955
curve_a,dispersion,0.3561601000625391,0.039871669178548494
curve_a,dispersion,0.36147592245153226,0.040559495024304434
curve_a,dispersion,0.36679174484052535,0.041250426568133845
curve_a,dispersion,0.3721075672295185,0.04194448879973604
curve_a,dispersion,0.3774233896185116,0.04264168552532026
curve_a,dispersion,0.3827392120075047,0.04334199809032635
curve_a,dispersion,0.38805503439649786,0.04404538444765705
curve_a,dispersion,0.39337085678549094,0.04475177857504507
curve_a,dispersion,0.3986866791744841,0.045461090239628105
curve_a,dispersion,0.4040025015634772,0.04617320510252487
curve_a,dispersion,0.4093183239524703,0.046887985151256625
curve_a,dispersion,0.41463414634146345,0.04760526944329157
curve_a,dispersion,0.4199499687304566,0.048324875139851356
curve_a,dispersion,0.4252657911194497,0.04904659880544674
curve_a,dispersion,0.4305816135084428,0.04977021794543392
curve_a,dispersion,0.43589743589743596,0.05049549275122833
curve_a,dispersion,0.44121325828642904,0.05122216802069487
curve_a,dispersion,0.4465290806754222,0.05194997521966086
curve_a,dispersion,0.45184490306441527,0.0526786346494748
curve_a,dispersion,0.4571607254534084,0.05340785768505367
curve_a,dispersion,0.46247654784240155,0.05413734904791503
curve_a,dispersion,0.46779237023139464,0.054866809079260025
curve_a,dispersion,0.4731081926203878,0.05559593597923705
curve_a,dispersion,0.4784240150093809,0.05632442798004552
curve_a,dispersion,0.483739837398374,0.05705198542250307
curve_a,dispersion,0.48905565978736715,0.057778312708058575
curve_a,dispersion,0.4943714821763603,0.05850312010094869
curve_a,dispersion,0.4996873045653534,0.05922612535822107
curve_a,dispersion,0.5050031269543465,0.059947055168636465
curve_a,dispersion,0.5103189493433397,0.06066564638496402
curve_a,dispersion,0.5156347717323327,0.06138164703784799
curve_a,dispersion,0.5209505941213258,0.06209481712319709
curve_a,dispersion,0.526266416510319,0.0628049291588745
curve_a,dispersion,0.5315822388993121,0.06351176851029589
curve_a,dispersion,0.5368980612883052,0.06421513348831819
curve_a,dispersion,0.5422138836772984,0.06491483522647355
curve_a,dispersion,0.5475297060662915,0.06561069734811721
curve_a,dispersion,0.5528455284552846,0.06630255543736882
curve_a,dispersion,0.5581613508442778,0.0669902563307847
curve_a,dispersion,0.5634771732332708,0.06767365724946281
curve_a,dispersion,0.5687929956222639,0.06835262479371206
curve_a,dispersion,0.5741088180112571,0.06902703382447653
curve_a,dispersion,0.5794246404002502,0.0696967662573642
curve_a,dispersion,0.5847404627892433,0.07036170979636089
curve_a,dispersion,0.5900562851782365,0.07102175663509218
curve_a,dispersion,0.5953721075672296,0.07167680215381618
curve_a,dispersion,0.6006879299562227,0.07232674364017494
curve_a,dispersion,0.6060037523452159,0.0729714790611027
curve_a,dispersion,0.611319574734209,0.07361090591218483
curve_a,dispersion,0.616635397123202,0.07424492016919516
curve_a,dispersion,0.6219512195121951,0.07487341536452385
curve_a,dispersion,0.6272670419011883,0.07549628180877044
curve_a,dispersion,0.6325828642901814,0.07611340597494284
curve_a,dispersion,0.6378986866791745,0.07672467005951294
curve_a,dispersion,0.6432145090681677,0.07732995173107113
curve_a,dispersion,0.6485303314571608,0.07792912407355113
curve_a,dispersion,0.6538461538461539,0.07852205572701045
curve_a,dispersion,0.659161976235147,0.07910861122481797
curve_a,dispersion,0.6644777986241401,0.07968865152187918
curve_a,dispersion,0.6697936210131332,0.08026203470429616
curve_a,dispersion,0.6751094434021264,0.0808286168666841
curve_a,dispersion,0.6804252657911195,0.08138825313932986
curve_a,dispersion,0.6857410881801126,0.08194079884356022
curve_a,dispersion,0.6910569105691058,0.0824861107501684
curve_a,dispersion,0.6963727329580989,0.08302404841261347
curve_a,dispersion,0.701688555347092,0.08355447554403705
curve_a,dispersion,0.7070043777360852,0.08407726140501802
curve_a,dispersion,0.7123202001250782,0.084592282167487
curve_a,dispersion,0.7176360225140713,0.08509942221941924
curve_a,dispersion,0.7229518449030645,0.08559857537488808
curve_a,dispersion,0.7282676672920576,0.08608964595484835
curve_a,dispersion,0.7335834896810507,0.08657254970568407
curve_a,dispersion,0.7388993120700439,0.08704721452513313
curve_a,dispersion,0.744215134459037,0.08751358096872451
curve_a,dispersion,0.7495309568480301,0.08797160251433825
curve_a,dispersion,0.7548467792370231,0.08842124556791976
curve_a,dispersion,0.7601626016260163,0.08886248919972255
curve_a,dispersion,0.7654784240150094,0.08929532460766489
curve_a,dispersion,0.7707942464040025,0.08971975431239536
curve_a,dispersion,0.7761100687929957,0.09013579109736268
curve_a,dispersion,0.7814258911819888,0.09054345671644573
curve_a,dispersion,0.7867417135709819,0.09094278040134955
curve_a,dispersion,0.7920575359599751,0.09133379721080655
curve_a,dispersion,0.7973733583489682,0.09171654627339093
curve_a,dispersion,0.8026891807379612,0.09209106898516661
curve_a,dispersion,0.8080050031269544,0.09245740723210147
curve_a,dispersion,0.8133208255159475,0.0928156017148008
curve_a,dispersion,0.8186366479049406,0.0931656904591889
curve_a,dispersion,0.8239524702939338,0.09350770760078508
curve_a,dispersion,0.8292682926829269,0.09384168253160416
curve_a,dispersion,0.83458411507192,0.09416763949680934
curve_a,dispersion,0.8398999374609132,0.09448559772233436
curve_a,dispersion,0.8452157598499063,0.0947955721439663
curve_a,dispersion,0.8505315822388994,0.09509757479195033
curve_a,dispersion,0.8558474046278925,0.09539161686205866
curve_a,dispersion,0.8611632270168856,0.09567771147318076
curve_a,dispersion,0.8664790494058787,0.09595587707165668
curve_a,dispersion,0.8717948717948719,0.09622614139249902
curve_a,dispersion,0.877110694183865,0.09648854582592505
curve_a,dispersion,0.8824265165728581,0.09674314996271981
curve_a,dispersion,0.8877423389618512,0.09699003600221599
curve_a,dispersion,0.8930581613508444,0.09722931260031438
curve_a,dispersion,0.8983739837398375,0.0974611176100435
curve_a,dispersion,0.9036898061288305,0.09768561902158338
curve_a,dispersion,0.9090056285178237,0.09790301324021003
curve_a,dispersion,0.9143214509068168,0.09811351964684782
curve_a,dispersion,0.9196372732958099,0.09831737016425947
curve_a,dispersion,0.9249530956848031,0.09851479229959387
curve_a,dispersion,0.9302689180737962,0.09870598384809302
curve_a,dispersion,0.9355847404627893,0.09889107712007475
curve_a,dispersion,0.9409005628517825,0.09907009019049091
curve_a,dispersion,0.9462163852407756,0.09924286226383097
curve_a,dispersion,0.9515322076297686,0.09940896979308222
curve_a,dispersion,0.9568480300187618,0.0995649392607316
curve_a,dispersion,0.9621638524077549,0.09971957578819306
curve_a,dispersion,0.967479674796748,0.09986819332625053
curve_a,dispersion,0.9727954971857412,0.10001095960122387
curve_a,dispersion,0.9781113195747343,0.10014803845804943
curve_a,dispersion,0.9834271419637274,0.10027958993616923
curve_a,dispersion,0.9887429643527206,0.100405770344251
curve_a,dispersion,0.9940587867417137,0.1005267323337514
curve_a,dispersion,0.9993746091307067,0.10064262497133494
curve_a,dispersion,1.0046904315196998,0.10075359381016065
curve_a,dispersion,1.010006253908693,0.10085978096004893
curve_a,dispersion,1.0153220762976862,0.10096132515654038
curve_a,dispersion,1.0206378986866793,0.10105836182885906
curve_a,dispersion,1.0259537210756724,0.10115102316679178
curve_a,dispersion,1.0312695434646655,0.10123943818649564
curve_a,dispersion,1.0365853658536586,0.10132373279524554
curve_a,dispersion,1.0419011882426517,0.10140402985513337
curve_a,dispersion,1.047217010631645,0.10148044924573092
curve_a,dispersion,1.052532833020638,0.10155310792572768
curve_a,dispersion,1.0578486554096311,0.1016221199935556
curve_a,dispersion,1.0631644777986242,0.10168759674701201
curve_a,dispersion,1.0684803001876173,0.10174964674189235
curve_a,dispersion,1.0737961225766104,0.10180837584964386
curve_a,dispersion,1.0791119449656037,0.10186388731405192
curve_a,dispersion,1.0844277673545968,0.10191628180696989
curve_a,dispersion,1.0897435897435899,0.10196565748310393
curve_a,dispersion,1.095059412132583,0.1020121100338638
curve_a,dispersion,1.100375234521576,0.10205573274029076
curve_a,dispersion,1.1056910569105691,0.10209661652507333
curve_a,dispersion,1.1110068792995622,0.10213485000366235
curve_a,dispersion,1.1163227016885555,0.10217051953449548
curve_a,dispersion,1.1216385240775486,0.10220370926834257
curve_a,dispersion,1.1269543464665417,0.10223450119678232
curve_a,dispersion,1.1322701688555348,0.10226297519982079
curve_a,dispersion,1.1375859912445279,0.10228920909266259
curve_a,dispersion,1.142901813633521,0.10231327867164522
curve_a,dispersion,1.1482176360225143,0.10233525775934671
curve_a,dispersion,1.1535334584115073,0.10235521824887754
curve_a,dispersion,1.1588492808005004,0.10237323014736646
curve_a,dispersion,1.1641651031894935,0.10238936161865106
curve_a,dispersion,1.1694809255784866,0.10240367902518295
curve_a,dispersion,1.1747967479674797,0.1024162469691577
curve_a,dispersion,1.180112570356473,0.10242712833287973
curve_a,dispersion,1.185428392745466,0.10243638431837197
curve_a,dispersion,1.1907442151344592,0.1024440744862404
curve_a,dispersion,1.1960600375234522,0.10245025679380308
curve_a,dispersion,1.2013758599124453,0.10245498763249364
curve_a,dispersion,1.2066916823014384,0.10245832186454894
curve_a,dispersion,1.2120075046904317,0.10246031285899052
curve_a,dispersion,1.2173233270794248,0.10246101252690923
curve_a,dispersion,1.222639149468418,0.10246047135606307
curve_a,dispersion,1.227954971857411,0.10245873844479703
curve_a,dispersion,1.233270794246404,0.10245586153529483
curve_a,dispersion,1.2385866166353972,0.1024518870461718
curve_a,dispersion,1.2439024390243902,0.1024468601044177
curve_a,dispersion,1.2492182614133835,0.10244082457669944
curve_a,dispersion,1.2545340838023766,0.1024338231000321
curve_a,dispersion,1.2598499061913697,0.10242589711182767
curve_a,dispersion,1.2651657285803628,0.10241708687933052
curve_a,dispersion,1.2704815509693559,0.10240743152844824
curve_a,dispersion,1.275797373358349,0.10239696907198706
curve_a,dispersion,1.2811131957473423,0.10238573643730033
curve_a,dispersion,1.2864290181363354,0.1023737694933589
curve_a,dispersion,1.2917448405253285,0.1023611030772522
curve_a,dispersion,1.2970606629143215,0.10234777102012822
curve_a,dispersion,1.3023764853033146,0.10233380617258138
curve_a,dispersion,1.3076923076923077,0.10231924042949629
curve_a,dispersion,1.313008130081301,0.10230410475435618
curve_a,dispersion,1.318323952470294,0.102288429203024
curve_a,dispersion,1.3236397748592872,0.10227224294700465
curve_a,dispersion,1.3289555972482803,0.10225557429619639
curve_a,dispersion,1.3342714196372734,0.10223845072113966
curve_a,dispersion,1.3395872420262664,0.10222089887477122
curve_a,dispersion,1.3449030644152598,0.10220294461369184
curve_a,dispersion,1.3502188868042528,0.10218461301895504
curve_a,dispersion,1.355534709193246,0.10216592841638521
curve_a,dispersion,1.360850531582239,0.10214691439643253
curve_a,dispersion,1.366166353971232,0.1021275938335726
curve_a,dispersion,1.3714821763602252,0.10210798890525835
curve_a,dispersion,1.3767979987492183,0.10208812111043178
curve_a,dispersion,1.3821138211382116,0.1020680112876032
curve_a,dispersion,1.3874296435272047,0.10204767963250526
curve_a,dispersion,1.3927454659161977,0.10202714571532909
curve_a,dispersion,1.3980612883051908,0.10200642849755022
curve_a,dispersion,1.403377110694184,0.10198554634835111
curve_a,dispersion,1.408692933083177,0.10196451706064764
curve_a,dispersion,1.4140087554721703,0.10194335786672688
curve_a,dispersion,1.4193245778611634,0.10192208545350268
curve_a,dispersion,1.4246404002501565,0.1019007159773967
curve_a,dispersion,1.4299562226391496,0.1018792650788512
curve_a,dispersion,1.4352720450281427,0.10185774789648094
curve_a,dispersion,1.4405878674171357,0.10183617908087049
curve_a,dispersion,1.445903689806129,0.10181457280802413
curve_a,dispersion,1.4512195121951221,0.10179294279247465
curve_a,dispersion,1.4565353345841152,0.10177130230005776
curve_a,dispersion,1.4618511569731083,0.10174966416035863
curve_a,dispersion,1.4671669793621014,0.101728040778837
curve_a,dispersion,1.4724828017510945,0.1017064441486372
curve_a,dispersion,1.4777986241400878,0.10168488586208942
curve_a,dispersion,1.4831144465290809,0.10166337712190851
curve_a,dispersion,1.488430268918074,0.10164192875209645
curve_a,dispersion,1.493746091307067,0.10162055120855458
curve_a,dispersion,1.4990619136960601,0.10159925458941167
curve_a,dispersion,1.5043777360850532,0.10157804864507389
curve_a,dispersion,1.5096935584740463,0.10155694278800238
curve_a,dispersion,1.5150093808630396,0.1015359461022245
curve_a,dispersion,1.5203252032520327,0.10151506735258434
curve_a,dispersion,1.5256410256410258,0.10149431499373845
curve_a,dispersion,1.5309568480300189,0.10147369717890206
curve_a,dispersion,1.536272670419012,0.10145322176835181
curve_a,dispersion,1.541588492808005,0.10143289633769013
curve_a,dispersion,1.5469043151969983,0.10141272818587692
curve_a,dispersion,1.5522201375859914,0.10139272434303392
curve_a,dispersion,1.5575359599749845,0.1013728915780269
curve_a,dispersion,1.5628517823639776,0.10135323640583105
curve_a,dispersion,1.5681676047529707,0.1013337650946849
curve_a,dispersion,1.5734834271419638,0.10131448367303748
curve_a,dispersion,1.578799249530957,0.10129539793629408
curve_a,dispersion,1.5841150719199502,0.1012765134533656
curve_a,dispersion,1.5894308943089432,0.10125783557302617
curve_a,dispersion,1.5947467166979363,0.1012393694300841
curve_a,dispersion,1.6000625390869294,0.10122111995137083
curve_a,dispersion,1.6053783614759225,0.1012030918615526
curve_a,dispersion,1.6106941838649158,0.10118528968876951
curve_a,dispersion,1.616010006253909,0.1011677177701066
curve_a,dispersion,1.621325828642902,0.10115038025690128
curve_a,dispersion,1.626641651031895,0.10113328111989175
curve_a,dispersion,1.6319574734208881,0.10111642415421078
curve_a,dispersion,1.6372732958098812,0.10109981298422883
curve_a,dispersion,1.6425891181988743,0.10108345106825133
curve_a,dispersion,1.6479049405878676,0.10106734170307376
curve_a,dispersion,1.6532207629768607,0.10105148802839894
curve_a,dispersion,1.6585365853658538,0.10103589303112047
curve_a,dispersion,1.6638524077548469,0.10102055954947634
curve_a,dispersion,1.66916823014384,0.10100549027707652
curve_a,dispersion,1.674484052532833,0.10099068776680858
curve_a,dispersion,1.6797998749218264,0.10097615443462483
curve_a,dispersion,1.6851156973108194,0.10096189256321497
curve_a,dispersion,1.6904315196998125,0.10094790430556766
curve_a,dispersion,1.6957473420888056,0.10093419168842478
curve_a,dispersion,1.7010631644777987,0.10092075661563171
curve_a,dispersion,1.7063789868667918,0.10090760087138727
curve_a,dispersion,1.711694809255785,0.10089472612339644
curve_a,dispersion,1.7170106316447782,0.10088213392592942
curve_a,dispersion,1.7223264540337713,0.10086982572279016
curve_a,dispersion,1.7276422764227644,0.10085780285019748
curve_a,dispersion,1.7329580988117574,0.10084606653958197
curve_a,dispersion,1.7382739212007505,0.10083461792030173
curve_a,dispersion,1.7435897435897438,0.10082345802227977
curve_a,dispersion,1.748905565978737,0.10081258777856626
curve_a,dispersion,1.75422138836773,0.10080200802782813
curve_a,dispersion,1.759537210756723,0.10079171951676905
curve_a,dispersion,1.7648530331457162,0.1007817229024824
curve_a,dispersion,1.7701688555347093,0.10077201875473991
curve_a,dispersion,1.7754846779237023,0.1007626075582184
curve_a,dispersion,1.7808005003126957,0.10075348971466738
curve_a,dispersion,1.7861163227016887,0.10074466554501975
curve_a,dispersion,1.7914321450906818,0.100736135291448
curve_a,dispersion,1.796747967479675,0.1007278991193683
curve_a,dispersion,1.802063789868668,0.1007199571193947
curve_a,dispersion,1.807379612257661,0.10071230930924545
curve_a,dispersion,1.8126954346466544,0.10070495563560383
curve_a,dispersion,1.8180112570356475,0.10069789597593534
curve_a,dispersion,1.8233270794246406,0.10069113014026315
curve_a,dispersion,1.8286429018136336,0.100684657872904
curve_a,dispersion,1.8339587242026267,0.10067847885416605
curve_a,dispersion,1.8392745465916198,0.10067259270201077
curve_a,dispersion,1.8445903689806131,0.10066699897368031
curve_a,dispersion,1.8499061913696062,0.10066169716729216
curve_a,dispersion,1.8552220137585993,0.10065668672340258
curve_a,dispersion,1.8605378361475924,0.10065196702654033
curve_a,dispersion,1.8658536585365855,0.10064753740671227
curve_a,dispersion,1.8711694809255786,0.10064339714088183
curve_a,dispersion,1.8764853033145719,0.10063954545442219
curve_a,dispersion,1.881801125703565,0.10063598152254491
curve_a,dispersion,1.887116948092558,0.1006327044717055
curve_a,dispersion,1.8924327704815511,0.10062971338098682
curve_a,dispersion,1.8977485928705442,0.10062700728346166
curve_a,dispersion,1.9030644152595373,0.10062458516753503
curve_a,dispersion,1.9083802376485304,0.10062244597826739
curve_a,dispersion,1.9136960600375237,0.10062058861867965
curve_a,dispersion,1.9190118824265168,0.10061901195104053
curve_a,dispersion,1.9243277048155099,0.10061771479813705
curve_a,dispersion,1.929643527204503,0.10061669594452899
curve_a,dispersion,1.934959349593496,0.10061595413778743
curve_a,dispersion,1.940275171982489,0.10061548808971849
curve_a,dispersion,1.9455909943714824,0.10061529647757213
curve_a,dispersion,1.9509068167604755,0.10061537794523676
curve_a,dispersion,1.9562226391494686,0.10061573110441974
curve_a,dispersion,1.9615384615384617,0.10061635453581416
curve_a,dispersion,1.9668542839274548,0.10061724679025202
curve_a,dispersion,1.9721701063164478,0.10061840638984382
curve_a,dispersion,1.9774859287054412,0.10061983182910471
curve_a,dispersion,1.9828017510944342,0.10062152157606721
curve_a,dispersion,1.9881175734834273,0.1006234740733802
curve_a,dispersion,1.9934333958724204,0.10062568773939422
curve_a,dispersion,1.9987492182614135,0.10062816096923273
curve_a,dispersion,2.004065040650407,0.10063089213584914
curve_a,dispersion,2.0093808630393997,0.10063387959106908
curve_a,dispersion,2.014696685428393,0.10063712166661762
curve_a,dispersion,2.020012507817386,0.10064061667513098
curve_a,dispersion,2.025328330206379,0.10064436291115189
curve_a,dispersion,2.0306441525953725,0.10064835865210836
curve_a,dispersion,2.0359599749843653,0.10065260215927482
curve_a,dispersion,2.0412757973733586,0.10065709167871514
curve_a,dispersion,2.0465916197623515,0.10066182544220635
curve_a,dispersion,2.051907442151345,0.10066680166814264
curve_a,dispersion,2.0572232645403377,0.10067201856241821
curve_a,dispersion,2.062539086929331,0.10067747431928821
curve_a,dispersion,2.0678549093183243,0.10068316712220661
curve_a,dispersion,2.073170731707317,0.10068909514463975
curve_a,dispersion,2.0784865540963104,0.10069525655085453
curve_a,dispersion,2.0838023764853033,0.10070164949667967
curve_a,dispersion,2.0891181988742966,0.10070827213023897
curve_a,dispersion,2.09443402126329,0.10071512259265485
curve_a,dispersion,2.099749843652283,0.10072219901872088
curve_a,dispersion,2.105065666041276,0.10072949953754169
curve_a,dispersion,2.110381488430269,0.10073702227313854
curve_a,dispersion,2.1156973108192623,0.10074476534501889
curve_a,dispersion,2.121013133208255,0.10075272686870829
curve_a,dispersion,2.1263289555972484,0.10076090495624267
curve_a,dispersion,2.1316447779862417,0.10076929771661906
curve_a,dispersion,2.1369606003752346,0.100777903256203
curve_a,dispersion,2.142276422764228,0.10078671967909034
curve_a,dispersion,2.147592245153221,0.10079574508742142
curve_a,dispersion,2.152908067542214,0.10080497758164578
curve_a,dispersion,2.1582238899312074,0.10081441526073442
curve_a,dispersion,2.1635397123202003,0.1008240562223382
curve_a,dispersion,2.1688555347091936,0.10083389856288932
curve_a,dispersion,2.1741713570981864,0.10084394037764376
curve_a,dispersion,2.1794871794871797,0.1008541797606622
curve_a,dispersion,2.1848030018761726,0.10086461480472667
curve_a,dispersion,2.190118824265166,0.10087524360119043
curve_a,dispersion,2.195434646654159,0.10088606423975845
curve_a,dispersion,2.200750469043152,0.10089707480819542
curve_a,dispersion,2.2060662914321454,0.10090827339195879
curve_a,dispersion,2.2113821138211383,0.10091965807375385
curve_a,dispersion,2.2166979362101316,0.10093122693300759
curve_a,dispersion,2.2220137585991244,0.10094297804525885
curve_a,dispersion,2.2273295809881177,0.10095490948146114
curve_a,dispersion,2.232645403377111,0.1009670193071952
curve_a,dispersion,2.237961225766104,0.10097930558178812
curve_a,dispersion,2.243277048155097,0.10099176635733557
curve_a,dispersion,2.24859287054409,0.10100439967762384
curve_a,dispersion,2.2539086929330834,0.1010172035769482
curve_a,dispersion,2.2592245153220767,0.10103017607882424
curve_a,dispersion,2.2645403377110696,0.1010433151945884
curve_a,dispersion,2.269856160100063,0.10105661892188414
curve_a,dispersion,2.2751719824890557,0.10107008524303018
curve_a,dispersion,2.280487804878049,0.10108371212326679
curve_a,dispersion,2.285803627267042,0.10109749750887645
curve_a,dispersion,2.291119449656035,0.10111143932517504
curve_a,dispersion,2.2964352720450285,0.10112553547436938
curve_a,dispersion,2.3017510944340214,0.10113978383327725
curve_a,dispersion,2.3070669168230147,0.10115418225090578
curve_a,dispersion,2.3123827392120075,0.10116872854588384
curve_a,dispersion,2.317698561601001,0.10118342050374456
curve_a,dispersion,2.3230143839899937,0.10119825587405328
curve_a,dispersion,2.328330206378987,0.10121323236737682
curve_a,dispersion,2.3336460287679803,0.10122834765208957
curve_a,dispersion,2.338961851156973,0.1012435993510118
curve_a,dispersion,2.3442776735459665,0.10125898503787575
curve_a,dispersion,2.3495934959349594,0.10127450223361478
curve_a,dispersion,2.3549093183239527,0.1012901484024709
curve_a,dispersion,2.360225140712946,0.10130592094791593
curve_a,dispersion,2.365540963101939,0.10132181720838142
curve_a,dispersion,2.370856785490932,0.10133783445279236
curve_a,dispersion,2.376172607879925,0.1013539698758999
curve_a,dispersion,2.3814884302689183,0.10137022059340779
curve_a,dispersion,2.386804252657911,0.10138658363688771
curve_a,dispersion,2.3921200750469045,0.10140305594847798
curve_a,dispersion,2.397435897435898,0.1014194580982813
curve_a,dispersion,2.4027517198248907,0.10143640566165371
curve_a,dispersion,2.408067542213884,0.10145345619380576
curve_a,dispersion,2.413383364602877,0.10147060793917281
curve_a,dispersion,2.41869918699187,0.101487859142312
curve_a,dispersion,2.4240150093808635,0.10150520804794415
curve_a,dispersion,2.4293308317698563,0.10152265290099549
curve_a,dispersion,2.4346466541588496,0.1015401919466389
curve_a,dispersion,2.4399624765478425,0.101557823430335
curve_a,dispersion,2.445278298936836,0.10157554559787291
curve_a,dispersion,2.4505941213258287,0.10159335669541066
curve_a,dispersion,2.455909943714822,0.10161125496951537
curve_a,dispersion,2.4612257661038153,0.10162923866720308
curve_a,dispersion,2.466541588492808,0.10164730603597827
curve_a,dispersion,2.4718574108818014,0.10166545532387318
curve_a,dispersion,2.4771732332707943,0.10168368477948668
curve_a,dispersion,2.4824890556597876,0.10170199265202298
curve_a,dispersion,2.4878048780487805,0.10172037719132995
curve_a,dispersion,2.493120700437774,0.10173883664793722
curve_a,dispersion,2.498436522826767,0.10175736927309383
curve_a,dispersion,2.50375234521576,0.10177597331880582
curve_a,dispersion,2.5090681676047533,0.10179464703787328
curve_a,dispersion,2.514383989993746,0.10181338868392727
curve_a,dispersion,2.5196998123827394,0.10183219651146634
curve_a,dispersion,2.5250156347717327,0.10185106877589281
curve_a,dispersion,2.5303314571607256,0.10187000373354874
curve_a,dispersion,2.535647279549719,0.10188899964175153
curve_a,dispersion,2.5409631019387118,0.1019080547588294
curve_a,dispersion,2.546278924327705,0.10192716734415633
curve_a,dispersion,2.551594746716698,0.10194633565818687
curve_a,dispersion,2.5569105691056913,0.10196555796249064
curve_a,dispersion,2.5622263914946846,0.10198483251978645
curve_a,dispersion,2.5675422138836774,0.1020041575939762
curve_a,dispersion,2.5728580362726707,0.10202353145017842
curve_a,dispersion,2.5781738586616636,0.10204295235476155
curve_a,dispersion,2.583489681050657,0.10206241857537691
curve_a,dispersion,2.5888055034396498,0.1020819283809914
curve_a,dispersion,2.594121325828643,0.1021014800419198
curve_a,dispersion,2.5994371482176364,0.10212107182985693
curve_a,dispersion,2.6047529706066292,0.10214070201790937
curve_a,dispersion,2.6100687929956226,0.10216036888062693
curve_a,dispersion,2.6153846153846154,0.10218007069403388
curve_a,dispersion,2.6207004377736087,0.10219980573565976
curve_a,dispersion,2.626016260162602,0.10221957228457
curve_a,dispersion,2.631332082551595,0.1022393686213962
curve_a,dispersion,2.636647904940588,0.10225919302836609
curve_a,dispersion,2.641963727329581,0.10227904378933321
curve_a,dispersion,2.6472795497185744,0.10229891918980633
curve_a,dispersion,2.6525953721075672,0.10231881751697847
curve_a,dispersion,2.6579111944965605,0.10233873705975575
curve_a,dispersion,2.663227016885554,0.10235867610878586
